"timestamp","device_id","CPU_T","CPU_Usage","RAM_Total","RAM_Used","RAM_Free","DISK_Total","DISK_Used_Space","DISK_Used_Perc"
"13/1/2025 11:42:04","UTA-IOB-Air-Gregory","24.6","66.6","944.1","272.8","189.4","28","6.3","24"
"13/1/2025 11:37:04","UTA-IOB-Air-Gregory","24.6","66.6","944.1","272.8","189.4","28","6.3","24"
"13/1/2025 11:32:03.1","UTA-IOB-Air-Gregory","24.6","66.6","944.1","272.8","189.4","28","6.3","24"
"13/1/2025 11:27:03.1","UTA-IOB-Air-Gregory","24.6","66.6","944.1","272.8","189.4","28","6.3","24"
"13/1/2025 11:22:03.1","UTA-IOB-Air-Gregory","24.6","66.6","944.1","272.8","189.4","28","6.3","24"
"13/1/2025 11:17:03","UTA-IOB-Air-Gregory","24.6","66.6","944.1","272.8","189.4","28","6.3","24"
"13/1/2025 11:12:03","UTA-IOB-Air-Gregory","24.6","66.6","944.1","272.8","189.4","28","6.3","24"
"13/1/2025 11:07:02.1","UTA-IOB-Air-Gregory","24.6","66.6","944.1","272.8","189.4","28","6.3","24"
"13/1/2025 10:57:01.1","UTA-IOB-Air-Gregory","24.6","66.6","944.1","272.8","189.4","28","6.3","24"
"13/1/2025 10:52:01.1","UTA-IOB-Air-Gregory","24.6","66.6","944.1","272.8","189.4","28","6.3","24"
"13/1/2025 10:47:01","UTA-IOB-Air-Gregory","24.6","66.6","944.1","272.8","189.4","28","6.3","24"
"13/1/2025 10:42:00.1","UTA-IOB-Air-Gregory","24.6","66.6","944.1","272.8","189.4","28","6.3","24"
"13/1/2025 10:37:00","UTA-IOB-Air-Gregory","24.6","66.6","944.1","272.8","189.4","28","6.3","24"
"13/1/2025 10:32:00","UTA-IOB-Air-Gregory","24.6","66.6","944.1","272.8","189.4","28","6.3","24"
"13/1/2025 10:26:59.1","UTA-IOB-Air-Gregory","24.6","66.6","944.1","272.8","189.4","28","6.3","24"
"13/1/2025 10:21:59.1","UTA-IOB-Air-Gregory","24.6","66.6","944.1","272.8","189.4","28","6.3","24"
"13/1/2025 10:16:59","UTA-IOB-Air-Gregory","24.6","66.6","944.1","272.8","189.4","28","6.3","24"
"13/1/2025 10:11:59","UTA-IOB-Air-Gregory","24.6","66.6","944.1","272.8","189.4","28","6.3","24"
"13/1/2025 10:06:58.1","UTA-IOB-Air-Gregory","24.6","66.6","944.1","272.8","189.4","28","6.3","24"
"13/1/2025 10:01:57","UTA-IOB-Air-Gregory","24.6","66.6","944.1","272.8","189.4","28","6.3","24"
"13/1/2025 09:56:55.1","UTA-IOB-Air-Gregory","24.6","66.6","944.1","272.8","189.4","28","6.3","24"
"13/1/2025 09:40:45","UTA-IOB-Air-Gregory","18.2","66.6","944.1","164.5","539","28","6.2","24"
"13/1/2025 09:35:45","UTA-IOB-Air-Gregory","18.2","66.6","944.1","164.5","539","28","6.2","24"
