"SiteName","ReportedTime-UTC","VOC","O3","SO2","NO2","ReceivedTime"
"G-VOC","2025-01-16T16:38:26.758Z","2.276","0.0508","0.2352","0.002","1/16/2025, 10:38:27"
"G-VOC","2025-01-16T16:37:58.746Z","2.244","0.0504","0.2332","0.0016","1/16/2025, 10:37:58"
"G-VOC","2025-01-16T16:37:30.742Z","2.264","0.0504","0.2348","0.0016","1/16/2025, 10:37:30"
"G-VOC","2025-01-16T16:37:02.789Z","2.324","0.0496","0.2328","0.002","1/16/2025, 10:37:03"
"G-VOC","2025-01-16T16:36:34.738Z","2.296","0.0488","0.2328","0.002","1/16/2025, 10:36:34"
"G-VOC","2025-01-16T16:36:06.736Z","2.256","0.0484","0.234","0.0024","1/16/2025, 10:36:07"
"G-VOC","2025-01-16T16:35:38.726Z","2.232","0.048","0.2372","0.002","1/16/2025, 10:35:38"
"IOB-Air-Gen4-12062024","2025-01-16T16:35:35.853Z","2.088","0.0484","0.2872","0","1/16/2025, 10:35:35"
"G-VOC","2025-01-16T16:35:10.743Z","2.2","0.0484","0.2428","0.0012","1/16/2025, 10:35:11"
"G-VOC","2025-01-16T16:34:42.754Z","2.176","0.048","0.2416","0.0012","1/16/2025, 10:34:43"
"G-VOC","2025-01-16T16:34:14.738Z","2.216","0.0484","0.2348","0.0024","1/16/2025, 10:34:15"
"IOB-Air-Gen4-12062024","2025-01-16T16:29:45.773Z","2.196","0.0456","0.29","0","1/16/2025, 10:29:46"
"G-VOC","2025-01-16T16:29:06.630Z","2.2","0.0504","0.2324","0.002","1/16/2025, 10:29:07"
"G-VOC","2025-01-16T16:28:38.630Z","2.184","0.0504","0.2364","0.0016","1/16/2025, 10:28:39"
"G-VOC","2025-01-16T16:28:10.662Z","2.148","0.05","0.2348","0.0016","1/16/2025, 10:28:11"
"G-VOC","2025-01-16T16:27:42.636Z","2.224","0.0504","0.2336","0.002","1/16/2025, 10:27:42"
"G-VOC","2025-01-16T16:27:14.621Z","2.252","0.0496","0.232","0.002","1/16/2025, 10:27:15"
"G-VOC","2025-01-16T16:26:46.599Z","2.244","0.0492","0.2328","0.002","1/16/2025, 10:26:47"
"G-VOC","2025-01-16T16:26:18.600Z","2.196","0.0496","0.2356","0.0024","1/16/2025, 10:26:18"
"G-VOC","2025-01-16T16:25:50.620Z","2.16","0.05","0.234","0.0016","1/16/2025, 10:25:51"
"G-VOC","2025-01-16T16:25:22.587Z","2.172","0.05","0.2352","0.002","1/16/2025, 10:25:23"
"G-VOC","2025-01-16T16:24:54.590Z","2.204","0.05","0.2336","0.0016","1/16/2025, 10:24:54"
"G-VOC","2025-01-16T16:24:26.565Z","2.224","0.05","0.2324","0.0016","1/16/2025, 10:24:27"
"IOB-Air-Gen4-12062024","2025-01-16T16:23:55.715Z","2.304","0.0456","0.2948","0","1/16/2025, 10:23:55"
"G-VOC","2025-01-16T16:18:50.489Z","2.284","0.0484","0.2324","0.002","1/16/2025, 10:18:50"
"G-VOC","2025-01-16T16:18:22.486Z","2.272","0.0476","0.2348","0.002","1/16/2025, 10:18:22"
"IOB-Air-Gen4-12062024","2025-01-16T16:18:05.705Z","2.244","0.0444","0.2924","0","1/16/2025, 10:18:06"
"G-VOC","2025-01-16T16:17:54.475Z","2.248","0.0468","0.2324","0.002","1/16/2025, 10:17:54"
"G-VOC","2025-01-16T16:17:26.507Z","2.24","0.0464","0.2356","0.002","1/16/2025, 10:17:26"
"IOB-Air-Gen4-12062024","2025-01-16T16:17:15.660Z","0","0","0.2912","0","1/16/2025, 10:17:15"
"G-VOC","2025-01-16T16:16:58.451Z","2.244","0.0464","0.2332","0.002","1/16/2025, 10:16:58"
"G-VOC","2025-01-16T16:16:30.445Z","2.272","0.046","0.2328","0.0016","1/16/2025, 10:16:30"
"G-VOC","2025-01-16T16:16:02.475Z","2.228","0.0456","0.2316","0.0016","1/16/2025, 10:16:02"
"G-VOC","2025-01-16T16:15:34.441Z","2.284","0.0464","0.234","0.002","1/16/2025, 10:15:34"
"G-VOC","2025-01-16T16:15:06.464Z","2.324","0.0456","0.2324","0.0016","1/16/2025, 10:15:06"
"G-VOC","2025-01-16T16:14:38.462Z","2.308","0.0448","0.2348","0.0016","1/16/2025, 10:14:38"
"G-VOC","2025-01-16T16:14:10.417Z","2.276","0.044","0.238","0.0032","1/16/2025, 10:14:11"
"IOB-Air-Gen4-12062024","2025-01-16T16:12:15.673Z","2.396","0.0424","0.2904","0","1/16/2025, 10:12:15"
"IOB-Air-Gen4-12062024","2025-01-16T16:11:25.606Z","2.464","0.0416","0.2884","0.0004","1/16/2025, 10:11:25"
"G-VOC","2025-01-16T16:09:02.355Z","2.32","0.044","0.236","0.002","1/16/2025, 10:09:02"
"G-VOC","2025-01-16T16:08:34.338Z","2.304","0.0436","0.236","0.002","1/16/2025, 10:08:34"
"G-VOC","2025-01-16T16:08:06.340Z","2.324","0.0432","0.2356","0.002","1/16/2025, 10:08:06"
"G-VOC","2025-01-16T16:07:38.319Z","2.324","0.0424","0.232","0.002","1/16/2025, 10:07:38"
"G-VOC","2025-01-16T16:07:10.326Z","2.356","0.0416","0.2348","0.002","1/16/2025, 10:07:10"
"G-VOC","2025-01-16T16:06:42.304Z","2.328","0.0408","0.2344","0.0024","1/16/2025, 10:06:42"
"G-VOC","2025-01-16T16:06:14.343Z","2.332","0.0408","0.234","0.0012","1/16/2025, 10:06:14"
"G-VOC","2025-01-16T16:05:46.293Z","2.364","0.0412","0.2296","0.0016","1/16/2025, 10:05:46"
"IOB-Air-Gen4-12062024","2025-01-16T16:05:35.552Z","2.444","0.0392","0.2928","0.0004","1/16/2025, 10:05:35"
"G-VOC","2025-01-16T16:05:18.300Z","2.372","0.0408","0.2332","0.0028","1/16/2025, 10:05:18"
"G-VOC","2025-01-16T16:04:50.290Z","2.384","0.0404","0.2304","0.0016","1/16/2025, 10:04:50"
"G-VOC","2025-01-16T16:04:22.279Z","2.356","0.0396","0.2328","0.002","1/16/2025, 10:04:22"
"IOB-Air-Gen4-12062024","2025-01-16T15:59:45.491Z","2.488","0.04","0.2904","0","1/16/2025, 09:59:45"
"G-VOC","2025-01-16T15:58:46.217Z","2.328","0.0404","0.2352","0.002","1/16/2025, 09:58:46"
"G-VOC","2025-01-16T15:58:18.196Z","2.36","0.04","0.2292","0.0016","1/16/2025, 09:58:18"
"G-VOC","2025-01-16T15:57:50.189Z","2.368","0.0392","0.23","0.0016","1/16/2025, 09:57:50"
"G-VOC","2025-01-16T15:57:22.178Z","2.34","0.0384","0.2276","0.002","1/16/2025, 09:57:22"
"G-VOC","2025-01-16T15:56:54.178Z","2.288","0.0384","0.2308","0.002","1/16/2025, 09:56:54"
"G-VOC","2025-01-16T15:56:26.206Z","2.296","0.04","0.2316","0.0016","1/16/2025, 09:56:26"
"G-VOC","2025-01-16T15:55:58.150Z","2.292","0.0404","0.2312","0.0016","1/16/2025, 09:55:58"
"G-VOC","2025-01-16T15:55:30.154Z","2.284","0.0404","0.2308","0.0016","1/16/2025, 09:55:30"
"G-VOC","2025-01-16T15:55:02.149Z","2.3","0.04","0.2308","0.0016","1/16/2025, 09:55:02"
"G-VOC","2025-01-16T15:54:34.182Z","2.324","0.0392","0.2312","0.0008","1/16/2025, 09:54:34"
"G-VOC","2025-01-16T15:54:06.136Z","2.38","0.0384","0.2324","0.004","1/16/2025, 09:54:06"
"IOB-Air-Gen4-12062024","2025-01-16T15:53:55.431Z","2.576","0.0388","0.284","0","1/16/2025, 09:53:55"
"G-VOC","2025-01-16T15:48:58.062Z","2.304","0.04","0.2308","0.002","1/16/2025, 09:48:58"
"G-VOC","2025-01-16T15:48:30.055Z","2.3","0.0392","0.2404","0.002","1/16/2025, 09:48:30"
"IOB-Air-Gen4-12062024","2025-01-16T15:48:05.371Z","2.56","0.0348","0.2904","0","1/16/2025, 09:48:05"
"G-VOC","2025-01-16T15:48:02.088Z","2.292","0.0388","0.2312","0.0016","1/16/2025, 09:48:02"
"G-VOC","2025-01-16T15:47:34.051Z","2.3","0.0384","0.2268","0.0016","1/16/2025, 09:47:34"
"G-VOC","2025-01-16T15:47:06.043Z","2.304","0.0384","0.2216","0.0016","1/16/2025, 09:47:06"
"G-VOC","2025-01-16T15:46:38.033Z","2.284","0.0376","0.2328","0.0016","1/16/2025, 09:46:38"
"G-VOC","2025-01-16T15:46:10.021Z","2.28","0.0384","0.232","0.002","1/16/2025, 09:46:10"
"G-VOC","2025-01-16T15:45:42.054Z","2.288","0.0396","0.2312","0.0016","1/16/2025, 09:45:42"
"G-VOC","2025-01-16T15:45:14.036Z","2.276","0.0392","0.232","0.0016","1/16/2025, 09:45:14"
"G-VOC","2025-01-16T15:44:46.009Z","2.316","0.0396","0.24","0.0012","1/16/2025, 09:44:46"
"G-VOC","2025-01-16T15:44:17.992Z","2.332","0.0388","0.2376","0.0016","1/16/2025, 09:44:18"
"IOB-Air-Gen4-12062024","2025-01-16T15:42:15.324Z","2.596","0.0336","0.292","0","1/16/2025, 09:42:15"
"G-VOC","2025-01-16T15:38:41.904Z","2.224","0.0396","0.2328","0.0012","1/16/2025, 09:38:42"
"G-VOC","2025-01-16T15:38:13.909Z","2.216","0.0384","0.2344","0.0016","1/16/2025, 09:38:14"
"G-VOC","2025-01-16T15:37:45.899Z","2.232","0.0376","0.2352","0.0016","1/16/2025, 09:37:46"
"G-VOC","2025-01-16T15:37:17.889Z","2.264","0.0372","0.2352","0.0016","1/16/2025, 09:37:18"
"G-VOC","2025-01-16T15:36:49.909Z","2.276","0.0364","0.2296","0.002","1/16/2025, 09:36:50"
"IOB-Air-Gen4-12062024","2025-01-16T15:36:25.272Z","2.536","0.0348","0.2896","0","1/16/2025, 09:36:25"
"G-VOC","2025-01-16T15:36:21.880Z","2.268","0.0356","0.2308","0.0016","1/16/2025, 09:36:22"
"G-VOC","2025-01-16T15:35:53.875Z","2.272","0.036","0.2296","0.0012","1/16/2025, 09:35:54"
"G-VOC","2025-01-16T15:35:25.854Z","2.308","0.036","0.2308","0.0008","1/16/2025, 09:35:26"
"G-VOC","2025-01-16T15:34:57.849Z","2.276","0.0348","0.2328","0.0016","1/16/2025, 09:34:58"
"G-VOC","2025-01-16T15:34:29.841Z","2.264","0.0348","0.2328","0.0012","1/16/2025, 09:34:30"
"G-VOC","2025-01-16T15:34:01.839Z","2.308","0.0348","0.2336","0.0036","1/16/2025, 09:34:02"
"IOB-Air-Gen4-12062024","2025-01-16T15:30:35.211Z","2.584","0.0344","0.2904","0","1/16/2025, 09:30:35"
"IOB-Air-Gen4-12062024","2025-01-16T15:29:45.204Z","2.576","0.0336","0.2924","0.0004","1/16/2025, 09:29:45"
"G-VOC","2025-01-16T15:28:53.764Z","2.356","0.0352","0.2296","0.002","1/16/2025, 09:28:54"
"G-VOC","2025-01-16T15:28:25.757Z","2.348","0.0348","0.2284","0.002","1/16/2025, 09:28:26"
"G-VOC","2025-01-16T15:27:57.742Z","2.372","0.036","0.2224","0.002","1/16/2025, 09:27:57"
"G-VOC","2025-01-16T15:27:29.745Z","2.356","0.0348","0.2308","0.0016","1/16/2025, 09:27:29"
"G-VOC","2025-01-16T15:27:01.748Z","2.352","0.0348","0.2264","0.0016","1/16/2025, 09:27:02"
"G-VOC","2025-01-16T15:26:33.737Z","2.34","0.0344","0.2308","0.002","1/16/2025, 09:26:34"
"G-VOC","2025-01-16T15:26:05.730Z","2.364","0.0344","0.2332","0.002","1/16/2025, 09:26:06"
"G-VOC","2025-01-16T15:25:37.720Z","2.34","0.0336","0.2352","0.0012","1/16/2025, 09:25:37"
"G-VOC","2025-01-16T15:25:09.715Z","2.344","0.0332","0.2316","0.0024","1/16/2025, 09:25:10"
"G-VOC","2025-01-16T15:24:41.698Z","2.344","0.0332","0.2328","0.0012","1/16/2025, 09:24:42"
"G-VOC","2025-01-16T15:24:13.695Z","2.348","0.0332","0.2336","0.0016","1/16/2025, 09:24:13"
"IOB-Air-Gen4-12062024","2025-01-16T15:23:55.152Z","2.624","0.0316","0.292","0.0004","1/16/2025, 09:23:55"
"G-VOC","2025-01-16T15:18:37.606Z","2.356","0.0328","0.2392","0.0012","1/16/2025, 09:18:38"
"G-VOC","2025-01-16T15:18:09.610Z","2.344","0.0328","0.2296","0.0016","1/16/2025, 09:18:10"
"IOB-Air-Gen4-12062024","2025-01-16T15:18:05.084Z","2.636","0.0316","0.2952","0","1/16/2025, 09:18:05"
"G-VOC","2025-01-16T15:17:41.592Z","2.336","0.0332","0.228","0.002","1/16/2025, 09:17:41"
"G-VOC","2025-01-16T15:17:13.598Z","2.344","0.0332","0.2292","0.0016","1/16/2025, 09:17:14"
"G-VOC","2025-01-16T15:16:45.577Z","2.34","0.0332","0.2352","0.0016","1/16/2025, 09:16:45"
"G-VOC","2025-01-16T15:16:17.572Z","2.336","0.0332","0.2308","0.002","1/16/2025, 09:16:17"
"G-VOC","2025-01-16T15:15:49.581Z","2.344","0.0328","0.2268","0.0024","1/16/2025, 09:15:49"
"G-VOC","2025-01-16T15:15:21.562Z","2.352","0.0332","0.23","0.0012","1/16/2025, 09:15:22"
"G-VOC","2025-01-16T15:14:53.554Z","2.348","0.0328","0.2264","0.0012","1/16/2025, 09:14:54"
"G-VOC","2025-01-16T15:14:25.535Z","2.36","0.032","0.2248","0.002","1/16/2025, 09:14:25"
"G-VOC","2025-01-16T15:13:57.532Z","2.364","0.032","0.2272","0.0008","1/16/2025, 09:13:57"
"IOB-Air-Gen4-12062024","2025-01-16T15:12:15.015Z","2.616","0.0308","0.2884","0","1/16/2025, 09:12:15"
"G-VOC","2025-01-16T15:08:49.462Z","2.384","0.0332","0.2432","0.002","1/16/2025, 09:08:49"
"G-VOC","2025-01-16T15:08:21.454Z","2.36","0.0332","0.2368","0.002","1/16/2025, 09:08:22"
"G-VOC","2025-01-16T15:07:53.452Z","2.344","0.0328","0.244","0.0012","1/16/2025, 09:07:53"
"G-VOC","2025-01-16T15:07:25.437Z","2.368","0.0332","0.23","0.0016","1/16/2025, 09:07:25"
"G-VOC","2025-01-16T15:06:57.474Z","2.368","0.0332","0.2288","0.0016","1/16/2025, 09:06:57"
"G-VOC","2025-01-16T15:06:29.424Z","2.38","0.0332","0.2412","0.0016","1/16/2025, 09:06:29"
"IOB-Air-Gen4-12062024","2025-01-16T15:06:25.044Z","2.628","0.0316","0.2912","0","1/16/2025, 09:06:25"
"G-VOC","2025-01-16T15:06:01.416Z","2.392","0.0332","0.2408","0.0016","1/16/2025, 09:06:01"
"G-VOC","2025-01-16T15:05:33.416Z","2.36","0.0324","0.2508","0.0016","1/16/2025, 09:05:33"
"G-VOC","2025-01-16T15:05:05.408Z","2.356","0.0324","0.2292","0.0016","1/16/2025, 09:05:05"
"G-VOC","2025-01-16T15:04:37.456Z","2.34","0.032","0.2344","0.0008","1/16/2025, 09:04:37"
"G-VOC","2025-01-16T15:04:09.398Z","2.364","0.0324","0.2324","0.0008","1/16/2025, 09:04:09"
"IOB-Air-Gen4-12062024","2025-01-16T15:00:34.900Z","2.688","0.03","0.2924","0","1/16/2025, 09:00:35"
"IOB-Air-Gen4-12062024","2025-01-16T14:54:44.838Z","2.748","0.0284","0.292","0","1/16/2025, 08:54:45"
"IOB-Air-Gen4-12062024","2025-01-16T14:48:54.798Z","2.872","0.026","0.2904","0","1/16/2025, 08:48:55"
"IOB-Air-Gen4-12062024","2025-01-16T14:43:04.838Z","2.892","0.024","0.2892","0.0004","1/16/2025, 08:43:04"
"IOB-Air-Gen4-12062024","2025-01-16T14:42:14.787Z","2.888","0.0236","0.2904","0.0004","1/16/2025, 08:42:14"
"G-VOC","2025-01-15T20:00:50.316Z","0","0","0.12","0","1/15/2025, 14:00:50"
"G-VOC","2025-01-15T19:44:14.028Z","3.588","0.04","0.2164","0.002","1/15/2025, 13:44:14"
"G-VOC","2025-01-15T19:43:45.974Z","3.588","0.0396","0.214","0.0016","1/15/2025, 13:43:46"
"G-VOC","2025-01-15T19:43:17.986Z","3.588","0.0396","0.216","0.002","1/15/2025, 13:43:18"
"G-VOC","2025-01-15T19:42:49.969Z","3.588","0.04","0.2156","0.0032","1/15/2025, 13:42:50"
"G-VOC","2025-01-15T19:42:21.964Z","3.588","0.04","0.2152","0.0016","1/15/2025, 13:42:22"
"G-VOC","2025-01-15T19:41:53.962Z","3.588","0.0396","0.214","0.002","1/15/2025, 13:41:54"
"G-VOC","2025-01-15T19:41:25.971Z","3.588","0.04","0.2144","0.0016","1/15/2025, 13:41:26"
"G-VOC","2025-01-15T19:40:57.995Z","3.588","0.0396","0.226","0.0028","1/15/2025, 13:40:58"
"G-VOC","2025-01-15T19:31:16.341Z","3.588","0.0388","0.2236","0.002","1/15/2025, 13:31:16"
"G-VOC","2025-01-15T19:30:48.373Z","3.588","0.0384","0.2216","0.0028","1/15/2025, 13:30:48"
"IOB-Air-Gen4-12062024","2025-01-15T18:55:32.803Z","3.884","0.0352","0.2988","0.0004","1/15/2025, 12:55:34"
"IOB-Air-Gen4-12062024","2025-01-15T18:49:42.753Z","3.856","0.0352","0.3036","0","1/15/2025, 12:49:43"
"IOB-Air-Gen4-12062024","2025-01-15T18:43:52.730Z","3.844","0.0352","0.2972","0","1/15/2025, 12:43:52"
"IOB-Air-Gen4-12062024","2025-01-15T18:38:02.649Z","3.824","0.0352","0.3028","0.0004","1/15/2025, 12:40:21"
"IOB-Air-Gen4-12062024","2025-01-15T18:38:02.649Z","3.824","0.0352","0.3028","0.0004","1/15/2025, 12:38:03"
"IOB-Air-Gen4-12062024","2025-01-15T18:37:12.642Z","0","0","0.3032","0.0024","1/15/2025, 12:37:13"
"IOB-Air-Gen4-12062024","2025-01-15T18:31:22.583Z","3.788","0.0368","0.3044","0","1/15/2025, 12:31:22"
"IOB-Air-Gen4-12062024","2025-01-15T18:25:32.531Z","3.788","0.0368","0.3084","0.0004","1/15/2025, 12:27:49"
"IOB-Air-Gen4-12062024","2025-01-15T18:25:32.531Z","3.788","0.0368","0.3084","0.0004","1/15/2025, 12:25:32"
"IOB-Air-Gen4-12062024","2025-01-15T18:19:42.479Z","3.768","0.0364","0.3044","0.0008","1/15/2025, 12:19:42"
"IOB-Air-Gen4-12062024","2025-01-15T18:13:52.428Z","3.788","0.0368","0.3056","0.0008","1/15/2025, 12:13:52"
"IOB-Air-Gen4-12062024","2025-01-15T18:08:02.369Z","3.752","0.036","0.306","0","1/15/2025, 12:08:02"
"IOB-Air-Gen4-12062024","2025-01-15T18:02:12.333Z","3.748","0.0364","0.3012","0","1/15/2025, 12:02:12"
"IOB-Air-Gen4-12062024","2025-01-15T17:56:22.303Z","3.744","0.0364","0.302","0.0004","1/15/2025, 11:57:36"
"IOB-Air-Gen4-12062024","2025-01-15T17:50:32.186Z","3.768","0.0356","0.3064","0.0004","1/15/2025, 11:50:32"
"IOB-Air-Gen4-12062024","2025-01-15T17:49:42.172Z","3.784","0.0356","0.3064","0.0024","1/15/2025, 11:49:42"
"IOB-Air-Gen4-12062024","2025-01-15T17:43:52.125Z","3.78","0.0348","0.306","0.0008","1/15/2025, 11:43:52"
"IOB-Air-Gen4-12062024","2025-01-15T17:38:02.071Z","3.828","0.0364","0.3064","0.0028","1/15/2025, 11:38:02"
"IOB-Air-Gen4-12062024","2025-01-15T16:54:59.232Z","3.86","0.0324","0.302","0.0004","1/15/2025, 10:54:59"
"IOB-Air-Gen4-12062024","2025-01-14T22:14:47.456Z","3.9","0.0332","0.3036","0.0004","1/14/2025, 16:14:47"
"IOB-Air-Gen4-12062024","2025-01-14T22:03:07.395Z","3.9","0.0336","0.3108","0","1/14/2025, 16:03:07"
"IOB-Air-Gen4-12062024","2025-01-14T21:57:17.377Z","3.896","0.0336","0.3108","0","1/14/2025, 15:57:17"
"IOB-Air-Gen4-12062024","2025-01-14T21:51:27.322Z","3.892","0.0336","0.3096","0.0008","1/14/2025, 15:51:27"
"IOB-Air-Gen4-12062024","2025-01-14T21:50:37.312Z","0","0","0.3024","0","1/14/2025, 15:50:37"
"IOB-Air-Gen4-12062024","2025-01-14T21:44:47.269Z","3.892","0.0336","0.3052","0.0012","1/14/2025, 15:44:47"
"IOB-Air-Gen4-12062024","2025-01-14T21:38:57.241Z","3.892","0.0336","0.3104","0.0004","1/14/2025, 15:38:57"
"IOB-Air-Gen4-12062024","2025-01-14T21:33:07.194Z","3.892","0.0332","0.3084","0","1/14/2025, 15:33:07"
"IOB-Air-Gen4-12062024","2025-01-14T21:27:17.160Z","3.896","0.0336","0.304","0","1/14/2025, 15:27:17"
"IOB-Air-Gen4-12062024","2025-01-14T21:21:27.122Z","3.896","0.034","0.3056","0","1/14/2025, 15:21:27"
"IOB-Air-Gen4-12062024","2025-01-14T21:15:37.092Z","3.9","0.034","0.306","0","1/14/2025, 15:15:37"
"IOB-Air-Gen4-12062024","2025-01-14T21:09:47.037Z","3.896","0.0336","0.3052","0.0004","1/14/2025, 15:09:47"
"IOB-Air-Gen4-12062024","2025-01-14T21:03:56.999Z","3.872","0.0336","0.3064","0","1/14/2025, 15:03:57"
"IOB-Air-Gen4-12062024","2025-01-14T18:28:56.226Z","3.832","0.0312","0.3016","0","1/14/2025, 12:28:56"
"IOB-Air-Gen4-12062024","2025-01-14T18:23:06.180Z","3.812","0.0308","0.3028","0.0004","1/14/2025, 12:23:06"
"IOB-Air-Gen4-12062024","2025-01-14T18:17:16.135Z","3.808","0.0316","0.3","0.0004","1/14/2025, 12:17:16"
"IOB-Air-Gen4-12062024","2025-01-14T18:11:26.070Z","3.776","0.0316","0.3004","0.0004","1/14/2025, 12:11:26"
"IOB-Air-Gen4-12062024","2025-01-14T18:05:36.014Z","3.752","0.0328","0.2976","0","1/14/2025, 12:05:36"
"IOB-Air-Gen4-12062024","2025-01-14T17:59:45.965Z","3.7","0.034","0.2932","0","1/14/2025, 11:59:46"
"IOB-Air-Gen4-12062024","2025-01-14T17:58:55.961Z","3.716","0.034","0.294","0","1/14/2025, 11:58:56"
"IOB-Air-Gen4-12062024","2025-01-14T17:53:05.929Z","3.668","0.0344","0.294","0","1/14/2025, 11:53:05"
"IOB-Air-Gen4-12062024","2025-01-14T17:47:15.896Z","3.632","0.036","0.2972","0","1/14/2025, 11:47:16"
"IOB-Air-Gen4-12062024","2025-01-14T17:41:25.851Z","3.564","0.036","0.2932","0","1/14/2025, 11:41:25"
"IOB-Air-Gen4-12062024","2025-01-14T17:41:25.851Z","3.564","0.036","0.2932","0","1/14/2025, 11:43:44"
"IOB-Air-Gen4-12062024","2025-01-14T17:35:35.794Z","3.488","0.0364","0.2984","0","1/14/2025, 11:35:35"
"IOB-Air-Gen4-12062024","2025-01-14T17:29:45.764Z","3.416","0.0368","0.2992","0","1/14/2025, 11:29:45"
"IOB-Air-Gen4-12062024","2025-01-14T17:23:55.699Z","3.372","0.0372","0.2936","0","1/14/2025, 11:23:55"
"IOB-Air-Gen4-12062024","2025-01-14T17:23:55.699Z","3.372","0.0372","0.2936","0","1/14/2025, 11:26:12"
"IOB-Air-Gen4-12062024","2025-01-14T17:18:05.644Z","3.28","0.0376","0.2932","0","1/14/2025, 11:18:05"
"IOB-Air-Gen4-12062024","2025-01-14T17:17:15.638Z","0","0","0.1936","0","1/14/2025, 11:17:15"
"IOB-Air-Gen4-12062024","2025-01-14T17:12:15.611Z","3.208","0.0384","0.2948","0","1/14/2025, 11:12:15"
"IOB-Air-Gen4-12062024","2025-01-14T17:11:25.602Z","3.208","0.038","0.292","0","1/14/2025, 11:11:25"
"IOB-Air-Gen4-12062024","2025-01-14T17:05:35.548Z","3.172","0.038","0.2948","0","1/14/2025, 11:05:35"
"IOB-Air-Gen4-12062024","2025-01-14T16:59:45.498Z","3.176","0.038","0.2976","0","1/14/2025, 11:01:21"
"IOB-Air-Gen4-12062024","2025-01-14T16:59:45.498Z","3.176","0.038","0.2976","0","1/14/2025, 10:59:45"
"IOB-Air-Gen4-12062024","2025-01-14T16:53:55.511Z","3.172","0.038","0.2872","0","1/14/2025, 10:55:15"
"IOB-Air-Gen4-12062024","2025-01-14T16:48:05.420Z","3.164","0.038","0.2936","0","1/14/2025, 10:48:05"
"IOB-Air-Gen4-12062024","2025-01-14T16:42:15.372Z","3.148","0.0384","0.2952","0","1/14/2025, 10:42:16"
"IOB-Air-Gen4-12062024","2025-01-14T16:36:25.350Z","3.168","0.038","0.2916","0","1/14/2025, 10:37:46"
"IOB-Air-Gen4-12062024","2025-01-14T16:36:25.350Z","3.168","0.038","0.2916","0","1/14/2025, 10:36:25"
"IOB-Air-Gen4-12062024","2025-01-14T16:30:35.278Z","3.176","0.038","0.2972","0","1/14/2025, 10:32:57"
"IOB-Air-Gen4-12062024","2025-01-14T16:30:35.278Z","3.176","0.038","0.2972","0","1/14/2025, 10:30:35"
"IOB-Air-Gen4-12062024","2025-01-14T16:29:45.316Z","0","0","0.2968","0","1/14/2025, 10:29:45"
"IOB-Air-Gen4-12062024","2025-01-14T16:23:55.249Z","3.176","0.0376","0.296","0","1/14/2025, 10:23:57"
"IOB-Air-Gen4-12062024","2025-01-14T16:18:05.198Z","3.172","0.0376","0.2956","0","1/14/2025, 10:18:05"
"IOB-Air-Gen4-12062024","2025-01-14T16:12:15.118Z","3.176","0.0376","0.294","0","1/14/2025, 10:12:15"
"IOB-Air-Gen4-12062024","2025-01-14T16:06:25.064Z","3.176","0.0372","0.296","0","1/14/2025, 10:08:40"
"IOB-Air-Gen4-12062024","2025-01-14T16:06:25.064Z","3.176","0.0372","0.296","0","1/14/2025, 10:06:25"
"IOB-Air-Gen4-12062024","2025-01-14T16:00:35.011Z","3.18","0.0368","0.298","0","1/14/2025, 10:00:35"
"IOB-Air-Gen4-12062024","2025-01-14T15:54:44.991Z","3.18","0.0368","0.2968","0","1/14/2025, 09:54:45"
"IOB-Air-Gen4-12062024","2025-01-14T15:48:54.951Z","3.184","0.0364","0.2988","0","1/14/2025, 09:48:55"
"IOB-Air-Gen4-12062024","2025-01-14T15:43:04.868Z","3.18","0.0364","0.3032","0","1/14/2025, 09:43:04"
"IOB-Air-Gen4-12062024","2025-01-14T15:42:14.866Z","3.188","0.0364","0.2928","0.0012","1/14/2025, 09:42:15"
"IOB-Air-Gen4-12062024","2025-01-14T15:36:24.805Z","3.192","0.036","0.2924","0.0012","1/14/2025, 09:36:25"
"IOB-Air-Gen4-12062024","2025-01-14T15:30:34.803Z","3.192","0.036","0.294","0","1/14/2025, 09:32:52"
"IOB-Air-Gen4-12062024","2025-01-14T15:30:34.803Z","3.192","0.036","0.294","0","1/14/2025, 09:30:34"
"IOB-Air-Gen4-12062024","2025-01-14T15:24:44.727Z","3.204","0.036","0.2964","0","1/14/2025, 09:24:45"
"IOB-Air-Gen4-12062024","2025-01-14T15:18:54.723Z","3.2","0.036","0.2924","0.0004","1/14/2025, 09:18:54"
"IOB-Air-Gen4-12062024","2025-01-14T15:13:04.614Z","3.204","0.0356","0.2928","0","1/14/2025, 09:13:04"
"IOB-Air-Gen4-12062024","2025-01-14T15:07:14.549Z","3.188","0.0356","0.2944","0","1/14/2025, 09:07:14"
"IOB-Air-Gen4-12062024","2025-01-14T15:01:24.514Z","3.188","0.0356","0.296","0","1/14/2025, 09:01:24"
"IOB-Air-Gen4-12062024","2025-01-14T15:01:24.514Z","3.188","0.0356","0.296","0","1/14/2025, 09:02:44"
"IOB-Air-Gen4-12062024","2025-01-14T15:00:34.498Z","0","0","0","0","1/14/2025, 09:00:34"
"IOB-Air-Gen4-12062024","2025-01-14T15:00:34.498Z","0","0","0","0","1/14/2025, 09:02:44"
"IOB-Air-Gen4-12062024","2025-01-14T14:55:34.500Z","3.168","0.0356","0.294","0","1/14/2025, 08:55:34"
"IOB-Air-Gen4-12062024","2025-01-14T14:54:44.457Z","3.172","0.0352","0.2956","0.0008","1/14/2025, 08:54:44"
