"SiteName","ReportedTime-UTC","VOC","O3","SO2","NO2","ReceivedTime"
"H-VOC","2025-01-13T20:21:19.318Z","1.752","0.0608","0.2956","0","1/13/2025, 14:21:19"
"G-VOC","2025-01-13T20:21:10.493Z","1.836","0.0588","0.2324","0.0004","1/13/2025, 14:21:10"
"G-VOC","2025-01-13T20:20:42.475Z","1.804","0.0592","0.2392","0.0004","1/13/2025, 14:20:42"
"H-VOC","2025-01-13T20:20:37.314Z","1.708","0.0608","0.2916","0","1/13/2025, 14:20:37"
"G-VOC","2025-01-13T20:20:14.493Z","1.756","0.0596","0.2348","0.0004","1/13/2025, 14:20:15"
"H-VOC","2025-01-13T20:19:55.325Z","1.728","0.0612","0.292","0","1/13/2025, 14:19:55"
"G-VOC","2025-01-13T20:19:46.446Z","1.768","0.0604","0.2368","0.0004","1/13/2025, 14:19:46"
"G-VOC","2025-01-13T20:19:18.446Z","1.784","0.0604","0.2296","0.0004","1/13/2025, 14:19:19"
"H-VOC","2025-01-13T20:19:13.317Z","1.76","0.0612","0.2984","0","1/13/2025, 14:19:13"
"G-VOC","2025-01-13T20:18:50.456Z","1.836","0.06","0.2388","0.0004","1/13/2025, 14:18:50"
"H-VOC","2025-01-13T20:18:31.282Z","1.748","0.0612","0.2924","0","1/13/2025, 14:18:31"
"G-VOC","2025-01-13T20:18:22.440Z","1.876","0.0592","0.2328","0.0004","1/13/2025, 14:18:22"
"G-VOC","2025-01-13T20:17:54.464Z","1.836","0.0588","0.2348","0.0004","1/13/2025, 14:17:55"
"H-VOC","2025-01-13T20:17:49.277Z","1.756","0.0616","0.29","0","1/13/2025, 14:17:49"
"G-VOC","2025-01-13T20:17:26.423Z","1.8","0.0588","0.24","0.0008","1/13/2025, 14:17:26"
"H-VOC","2025-01-13T20:17:07.271Z","1.744","0.0608","0.2932","0","1/13/2025, 14:17:08"
"G-VOC","2025-01-13T20:11:50.353Z","1.896","0.0556","0.2452","0","1/13/2025, 14:11:50"
"G-VOC","2025-01-13T20:11:22.342Z","1.88","0.0564","0.2384","0","1/13/2025, 14:11:22"
"G-VOC","2025-01-13T20:10:54.334Z","1.84","0.0572","0.2356","0","1/13/2025, 14:10:54"
"G-VOC","2025-01-13T20:10:26.324Z","1.816","0.0572","0.24","0","1/13/2025, 14:10:26"
"G-VOC","2025-01-13T20:09:58.310Z","1.812","0.0576","0.2328","0","1/13/2025, 14:09:58"
"G-VOC","2025-01-13T20:09:30.296Z","1.824","0.0572","0.238","0","1/13/2025, 14:09:30"
"G-VOC","2025-01-13T20:09:02.297Z","1.804","0.0572","0.2328","0.0004","1/13/2025, 14:09:02"
"G-VOC","2025-01-13T20:08:34.296Z","1.828","0.0568","0.2344","0.0004","1/13/2025, 14:08:35"
"G-VOC","2025-01-13T20:08:06.306Z","1.816","0.0564","0.2352","0.0004","1/13/2025, 14:08:07"
"G-VOC","2025-01-13T20:07:38.284Z","1.832","0.0564","0.238","0.0004","1/13/2025, 14:07:38"
"G-VOC","2025-01-13T20:07:10.284Z","0","0","0.2444","0.0008","1/13/2025, 14:07:10"
"H-VOC","2025-01-13T20:06:37.195Z","1.764","0.0604","0.2936","0.0004","1/13/2025, 14:06:37"
"H-VOC","2025-01-13T20:05:55.208Z","1.764","0.0608","0.298","0.0008","1/13/2025, 14:05:55"
"H-VOC","2025-01-13T20:05:13.164Z","1.824","0.06","0.2944","0.0004","1/13/2025, 14:05:13"
"H-VOC","2025-01-13T20:04:31.154Z","1.788","0.06","0.2968","0.0008","1/13/2025, 14:04:31"
"H-VOC","2025-01-13T20:03:49.142Z","1.796","0.0608","0.2932","0","1/13/2025, 14:03:49"
"H-VOC","2025-01-13T20:03:07.169Z","1.796","0.0604","0.2952","0.0008","1/13/2025, 14:03:07"
"H-VOC","2025-01-13T20:02:25.166Z","1.78","0.06","0.2944","0.0012","1/13/2025, 14:02:25"
"G-VOC","2025-01-13T20:02:02.239Z","1.776","0.0572","0.2388","0.0004","1/13/2025, 14:02:02"
"G-VOC","2025-01-13T20:01:34.196Z","1.792","0.0576","0.2344","0","1/13/2025, 14:01:34"
"G-VOC","2025-01-13T20:01:06.188Z","1.796","0.0572","0.2368","0","1/13/2025, 14:01:06"
"G-VOC","2025-01-13T20:00:38.177Z","1.804","0.0568","0.2324","0","1/13/2025, 14:00:38"
"G-VOC","2025-01-13T20:00:10.163Z","1.868","0.0568","0.2364","0.0004","1/13/2025, 14:00:10"
"G-VOC","2025-01-13T19:59:42.158Z","1.856","0.0564","0.2316","0.0004","1/13/2025, 13:59:42"
"G-VOC","2025-01-13T19:59:14.146Z","1.848","0.0564","0.2344","0.0004","1/13/2025, 13:59:14"
"G-VOC","2025-01-13T19:58:46.126Z","1.836","0.0564","0.23","0.0004","1/13/2025, 13:58:46"
"G-VOC","2025-01-13T19:58:18.125Z","1.84","0.0564","0.2356","0.0004","1/13/2025, 13:58:18"
"G-VOC","2025-01-13T19:57:50.129Z","1.856","0.0564","0.2312","0.0004","1/13/2025, 13:57:50"
"G-VOC","2025-01-13T19:57:22.117Z","1.88","0.056","0.24","0.0004","1/13/2025, 13:57:22"
"H-VOC","2025-01-13T19:51:55.043Z","1.824","0.0576","0.2924","0","1/13/2025, 13:51:55"
"G-VOC","2025-01-13T19:51:46.021Z","1.836","0.06","0.2428","0.0004","1/13/2025, 13:51:46"
"G-VOC","2025-01-13T19:51:18.016Z","1.844","0.0608","0.2388","0.0004","1/13/2025, 13:51:18"
"H-VOC","2025-01-13T19:51:13.033Z","1.848","0.0576","0.292","0","1/13/2025, 13:51:13"
"G-VOC","2025-01-13T19:50:50.032Z","1.828","0.06","0.2392","0.0004","1/13/2025, 13:50:50"
"H-VOC","2025-01-13T19:50:31.038Z","1.852","0.0568","0.292","0","1/13/2025, 13:50:31"
"G-VOC","2025-01-13T19:50:22.003Z","1.856","0.0592","0.2372","0.0012","1/13/2025, 13:50:22"
"G-VOC","2025-01-13T19:49:53.999Z","1.848","0.0592","0.2368","0.0008","1/13/2025, 13:49:54"
"H-VOC","2025-01-13T19:49:49.055Z","1.876","0.056","0.2916","0.0008","1/13/2025, 13:49:49"
"G-VOC","2025-01-13T19:49:25.995Z","1.848","0.0584","0.2364","0.0008","1/13/2025, 13:49:26"
"H-VOC","2025-01-13T19:49:07.003Z","1.872","0.0548","0.2928","0.0004","1/13/2025, 13:49:07"
"G-VOC","2025-01-13T19:48:57.974Z","1.888","0.0572","0.2332","0.0004","1/13/2025, 13:48:58"
"G-VOC","2025-01-13T19:48:29.956Z","1.856","0.0564","0.234","0","1/13/2025, 13:48:29"
"H-VOC","2025-01-13T19:48:24.997Z","1.856","0.0544","0.294","0","1/13/2025, 13:48:25"
"G-VOC","2025-01-13T19:48:01.958Z","1.852","0.0572","0.236","0","1/13/2025, 13:48:02"
"H-VOC","2025-01-13T19:47:42.982Z","1.864","0.0564","0.2928","0","1/13/2025, 13:47:43"
"G-VOC","2025-01-13T19:47:33.959Z","1.856","0.0576","0.2332","0","1/13/2025, 13:47:34"
"G-VOC","2025-01-13T19:47:05.955Z","1.82","0.058","0.238","0","1/13/2025, 13:47:06"
"G-VOC","2025-01-13T19:41:57.909Z","1.82","0.056","0.2384","0.0004","1/13/2025, 13:41:58"
"G-VOC","2025-01-13T19:41:29.852Z","1.804","0.0564","0.2336","0.0008","1/13/2025, 13:41:30"
"G-VOC","2025-01-13T19:41:01.882Z","1.808","0.0568","0.2328","0.0004","1/13/2025, 13:41:02"
"G-VOC","2025-01-13T19:40:33.858Z","1.86","0.0576","0.2372","0.0004","1/13/2025, 13:40:34"
"G-VOC","2025-01-13T19:40:05.841Z","1.836","0.0572","0.2384","0.0004","1/13/2025, 13:40:06"
"G-VOC","2025-01-13T19:39:37.838Z","1.852","0.0568","0.242","0.0004","1/13/2025, 13:39:38"
"G-VOC","2025-01-13T19:39:09.864Z","1.908","0.0568","0.234","0","1/13/2025, 13:39:10"
"G-VOC","2025-01-13T19:38:41.815Z","1.896","0.0552","0.236","0","1/13/2025, 13:38:42"
"G-VOC","2025-01-13T19:38:13.832Z","1.892","0.0548","0.2408","0","1/13/2025, 13:38:13"
"G-VOC","2025-01-13T19:37:45.808Z","1.912","0.054","0.2416","0","1/13/2025, 13:37:45"
"G-VOC","2025-01-13T19:37:17.788Z","1.892","0.0536","0.2356","0","1/13/2025, 13:37:18"
"H-VOC","2025-01-13T19:37:12.894Z","1.872","0.0572","0.2928","0.0004","1/13/2025, 13:37:13"
"H-VOC","2025-01-13T19:36:30.877Z","1.88","0.0564","0.2956","0.0008","1/13/2025, 13:36:31"
"H-VOC","2025-01-13T19:35:48.865Z","1.892","0.0552","0.2932","0.0012","1/13/2025, 13:35:49"
"H-VOC","2025-01-13T19:35:06.858Z","1.88","0.0548","0.2932","0.0008","1/13/2025, 13:35:07"
"H-VOC","2025-01-13T19:34:24.870Z","1.908","0.054","0.2928","0","1/13/2025, 13:34:25"
"H-VOC","2025-01-13T19:33:42.883Z","1.884","0.0548","0.2936","0","1/13/2025, 13:33:43"
"H-VOC","2025-01-13T19:33:00.844Z","1.892","0.0552","0.29","0.0004","1/13/2025, 13:33:01"
"G-VOC","2025-01-13T19:31:41.704Z","1.78","0.0576","0.2504","0","1/13/2025, 13:31:41"
"G-VOC","2025-01-13T19:31:13.702Z","1.812","0.058","0.2324","0","1/13/2025, 13:31:14"
"G-VOC","2025-01-13T19:30:45.688Z","1.804","0.0576","0.2336","0","1/13/2025, 13:30:45"
"G-VOC","2025-01-13T19:30:17.681Z","1.8","0.0576","0.2464","0","1/13/2025, 13:30:18"
"G-VOC","2025-01-13T19:29:49.683Z","1.82","0.0572","0.238","0","1/13/2025, 13:29:49"
"G-VOC","2025-01-13T19:29:21.710Z","1.828","0.0568","0.2384","0","1/13/2025, 13:29:21"
"G-VOC","2025-01-13T19:28:53.672Z","1.828","0.056","0.2356","0","1/13/2025, 13:28:53"
"G-VOC","2025-01-13T19:28:25.653Z","1.848","0.0556","0.2396","0","1/13/2025, 13:28:25"
"G-VOC","2025-01-13T19:27:57.691Z","1.856","0.0556","0.2564","0","1/13/2025, 13:27:57"
"G-VOC","2025-01-13T19:27:29.636Z","1.868","0.0548","0.2416","0","1/13/2025, 13:27:30"
"G-VOC","2025-01-13T19:27:01.652Z","1.88","0.0536","0.2396","0.0004","1/13/2025, 13:27:01"
"H-VOC","2025-01-13T19:22:30.780Z","1.836","0.0592","0.2952","0.0004","1/13/2025, 13:22:31"
"G-VOC","2025-01-13T19:21:53.565Z","1.944","0.0528","0.2372","0","1/13/2025, 13:21:54"
"H-VOC","2025-01-13T19:21:48.721Z","1.844","0.0592","0.294","0.0004","1/13/2025, 13:21:49"
"G-VOC","2025-01-13T19:21:25.555Z","1.948","0.054","0.2324","0","1/13/2025, 13:21:25"
"H-VOC","2025-01-13T19:21:06.726Z","1.872","0.0584","0.2936","0.0008","1/13/2025, 13:21:07"
"G-VOC","2025-01-13T19:20:57.541Z","1.924","0.054","0.2432","0","1/13/2025, 13:20:58"
"G-VOC","2025-01-13T19:20:29.570Z","1.94","0.054","0.24","0","1/13/2025, 13:20:29"
"H-VOC","2025-01-13T19:20:24.717Z","1.86","0.058","0.2908","0.0004","1/13/2025, 13:20:25"
"G-VOC","2025-01-13T19:20:01.524Z","1.964","0.0536","0.2348","0","1/13/2025, 13:20:01"
"H-VOC","2025-01-13T19:19:42.704Z","1.86","0.0576","0.2944","0","1/13/2025, 13:19:42"
"G-VOC","2025-01-13T19:19:33.535Z","1.964","0.054","0.2368","0","1/13/2025, 13:19:34"
"G-VOC","2025-01-13T19:19:05.519Z","1.968","0.0532","0.2352","0","1/13/2025, 13:19:05"
"H-VOC","2025-01-13T19:19:00.723Z","1.844","0.0572","0.292","0.0004","1/13/2025, 13:19:01"
"G-VOC","2025-01-13T19:18:37.508Z","1.952","0.0536","0.2392","0.0004","1/13/2025, 13:18:37"
"H-VOC","2025-01-13T19:18:18.695Z","1.872","0.0572","0.2932","0.0008","1/13/2025, 13:18:19"
"G-VOC","2025-01-13T19:18:09.500Z","1.96","0.0544","0.2312","0.0004","1/13/2025, 13:18:09"
"G-VOC","2025-01-13T19:17:41.479Z","1.984","0.0548","0.2344","0.0004","1/13/2025, 13:17:41"
"G-VOC","2025-01-13T19:17:13.481Z","2","0.0552","0.2364","0.0004","1/13/2025, 13:17:14"
"G-VOC","2025-01-13T19:11:37.411Z","1.964","0.0524","0.238","0","1/13/2025, 13:11:37"
"G-VOC","2025-01-13T19:11:09.404Z","1.968","0.0528","0.2616","0","1/13/2025, 13:11:09"
"G-VOC","2025-01-13T19:10:41.405Z","2.016","0.0524","0.2404","0","1/13/2025, 13:10:42"
"G-VOC","2025-01-13T19:10:13.420Z","2.008","0.0516","0.2364","0","1/13/2025, 13:10:13"
"G-VOC","2025-01-13T19:09:45.354Z","1.992","0.052","0.2348","0","1/13/2025, 13:09:45"
"G-VOC","2025-01-13T19:09:17.384Z","1.956","0.052","0.2388","0","1/13/2025, 13:09:17"
"G-VOC","2025-01-13T19:08:49.402Z","1.968","0.0524","0.2376","0","1/13/2025, 13:08:49"
"G-VOC","2025-01-13T19:08:21.369Z","1.976","0.0536","0.2424","0.0004","1/13/2025, 13:08:21"
"G-VOC","2025-01-13T19:07:53.333Z","1.972","0.0528","0.2344","0.0008","1/13/2025, 13:07:53"
"G-VOC","2025-01-13T19:07:25.320Z","1.956","0.0528","0.2612","0.0004","1/13/2025, 13:07:25"
"H-VOC","2025-01-13T19:07:06.597Z","1.876","0.0588","0.294","0.0008","1/13/2025, 13:07:07"
"G-VOC","2025-01-13T19:06:57.308Z","1.988","0.0528","0.2436","0.0008","1/13/2025, 13:06:57"
"H-VOC","2025-01-13T19:06:24.634Z","1.872","0.0576","0.2944","0.0008","1/13/2025, 13:06:25"
"H-VOC","2025-01-13T19:05:42.588Z","1.876","0.0568","0.2944","0.0004","1/13/2025, 13:05:43"
"H-VOC","2025-01-13T19:05:00.591Z","1.868","0.056","0.294","0","1/13/2025, 13:05:01"
"H-VOC","2025-01-13T19:04:18.574Z","1.864","0.0564","0.2912","0","1/13/2025, 13:04:19"
"H-VOC","2025-01-13T19:03:36.571Z","1.86","0.0564","0.2912","0.0008","1/13/2025, 13:03:37"
"H-VOC","2025-01-13T19:02:54.569Z","0","0","0.2936","0","1/13/2025, 13:02:55"
"G-VOC","2025-01-13T19:01:49.286Z","2.008","0.052","0.238","0","1/13/2025, 13:01:49"
"G-VOC","2025-01-13T19:01:21.232Z","1.96","0.0532","0.2344","0","1/13/2025, 13:01:21"
"G-VOC","2025-01-13T19:00:53.222Z","1.936","0.054","0.232","0","1/13/2025, 13:00:53"
"G-VOC","2025-01-13T19:00:25.234Z","1.904","0.0536","0.236","0.0004","1/13/2025, 13:00:25"
"G-VOC","2025-01-13T18:59:57.207Z","1.932","0.0536","0.236","0.0004","1/13/2025, 12:59:57"
"G-VOC","2025-01-13T18:59:29.200Z","1.948","0.0528","0.23","0.0004","1/13/2025, 12:59:29"
"G-VOC","2025-01-13T18:59:01.183Z","1.956","0.052","0.232","0","1/13/2025, 12:59:01"
"G-VOC","2025-01-13T18:58:33.188Z","2.02","0.0516","0.2352","0","1/13/2025, 12:58:33"
"G-VOC","2025-01-13T18:58:05.183Z","1.988","0.05","0.2384","0","1/13/2025, 12:58:05"
"G-VOC","2025-01-13T18:57:37.199Z","1.996","0.0516","0.2444","0.0004","1/13/2025, 12:57:37"
"G-VOC","2025-01-13T18:57:09.223Z","2","0.0516","0.2404","0.0008","1/13/2025, 12:57:09"
"H-VOC","2025-01-13T18:52:24.460Z","1.932","0.0552","0.294","0.0004","1/13/2025, 12:52:24"
"H-VOC","2025-01-13T18:51:42.481Z","1.96","0.0548","0.292","0.0008","1/13/2025, 12:51:42"
"G-VOC","2025-01-13T18:51:33.080Z","2.02","0.0504","0.234","0.0004","1/13/2025, 12:51:33"
"G-VOC","2025-01-13T18:51:05.078Z","2.048","0.0504","0.2464","0","1/13/2025, 12:51:05"
"H-VOC","2025-01-13T18:51:00.450Z","1.964","0.054","0.2936","0.0004","1/13/2025, 12:51:00"
"G-VOC","2025-01-13T18:50:37.078Z","2.028","0.0496","0.24","0","1/13/2025, 12:50:37"
"H-VOC","2025-01-13T18:50:18.441Z","1.94","0.0536","0.2948","0.0004","1/13/2025, 12:50:18"
"G-VOC","2025-01-13T18:50:09.062Z","2.04","0.0512","0.2424","0.0004","1/13/2025, 12:50:09"
"G-VOC","2025-01-13T18:49:41.062Z","2.06","0.0508","0.2396","0.0004","1/13/2025, 12:49:42"
"H-VOC","2025-01-13T18:49:36.434Z","1.948","0.054","0.2964","0","1/13/2025, 12:49:37"
"G-VOC","2025-01-13T18:49:13.044Z","2.008","0.05","0.2424","0.0004","1/13/2025, 12:49:13"
"H-VOC","2025-01-13T18:48:54.434Z","1.932","0.054","0.296","0","1/13/2025, 12:48:54"
"G-VOC","2025-01-13T18:48:45.049Z","2.036","0.0508","0.2548","0.0004","1/13/2025, 12:48:45"
"G-VOC","2025-01-13T18:48:17.017Z","2.028","0.05","0.2336","0.0004","1/13/2025, 12:48:17"
"H-VOC","2025-01-13T18:48:12.417Z","1.892","0.0544","0.2924","0.0036","1/13/2025, 12:48:12"
"G-VOC","2025-01-13T18:47:49.016Z","2.008","0.0512","0.2504","0","1/13/2025, 12:47:49"
"G-VOC","2025-01-13T18:47:21.013Z","2.028","0.0512","0.242","0.0004","1/13/2025, 12:47:21"
"G-VOC","2025-01-13T18:46:53.002Z","2.004","0.0508","0.2828","0.0008","1/13/2025, 12:46:53"
"G-VOC","2025-01-13T18:41:44.916Z","1.908","0.0552","0.234","0.0008","1/13/2025, 12:41:45"
"G-VOC","2025-01-13T18:41:16.922Z","1.924","0.0552","0.2336","0.0008","1/13/2025, 12:41:17"
"G-VOC","2025-01-13T18:40:48.920Z","1.924","0.0544","0.2352","0.0004","1/13/2025, 12:40:49"
"G-VOC","2025-01-13T18:40:20.896Z","1.944","0.0536","0.2328","0.0004","1/13/2025, 12:40:21"
"G-VOC","2025-01-13T18:39:52.883Z","1.948","0.0528","0.2368","0.0004","1/13/2025, 12:39:53"
"G-VOC","2025-01-13T18:39:24.883Z","1.964","0.0516","0.2428","0.0004","1/13/2025, 12:39:25"
"G-VOC","2025-01-13T18:38:56.863Z","1.964","0.0512","0.2424","0.0004","1/13/2025, 12:38:57"
"G-VOC","2025-01-13T18:38:28.848Z","1.944","0.0524","0.2368","0.0004","1/13/2025, 12:38:29"
"G-VOC","2025-01-13T18:38:00.855Z","1.952","0.0528","0.2488","0.0004","1/13/2025, 12:38:01"
"H-VOC","2025-01-13T18:37:42.304Z","1.872","0.0568","0.29","0.0008","1/13/2025, 12:37:42"
"G-VOC","2025-01-13T18:37:32.843Z","1.912","0.0536","0.2372","0.0004","1/13/2025, 12:37:33"
"G-VOC","2025-01-13T18:37:04.846Z","1.896","0.0552","0.2428","0.0008","1/13/2025, 12:37:05"
"H-VOC","2025-01-13T18:37:00.332Z","1.88","0.0572","0.2916","0.0004","1/13/2025, 12:37:00"
"H-VOC","2025-01-13T18:36:18.285Z","1.892","0.058","0.2944","0","1/13/2025, 12:36:18"
"H-VOC","2025-01-13T18:35:36.282Z","1.9","0.0572","0.2936","0","1/13/2025, 12:35:36"
"H-VOC","2025-01-13T18:34:54.276Z","1.912","0.0552","0.2924","0","1/13/2025, 12:34:54"
"H-VOC","2025-01-13T18:34:12.315Z","1.904","0.0556","0.2912","0","1/13/2025, 12:34:12"
"H-VOC","2025-01-13T18:33:30.262Z","1.9","0.0552","0.2888","0.0004","1/13/2025, 12:33:30"
"G-VOC","2025-01-13T18:31:28.764Z","1.988","0.0528","0.2336","0.0004","1/13/2025, 12:31:29"
"G-VOC","2025-01-13T18:31:00.756Z","1.928","0.0536","0.2336","0.0004","1/13/2025, 12:31:01"
"G-VOC","2025-01-13T18:30:32.759Z","1.928","0.0552","0.2328","0.0004","1/13/2025, 12:30:32"
"G-VOC","2025-01-13T18:30:04.752Z","1.908","0.054","0.2412","0.0004","1/13/2025, 12:30:04"
"G-VOC","2025-01-13T18:29:36.788Z","1.912","0.0536","0.2304","0.0004","1/13/2025, 12:29:37"
"G-VOC","2025-01-13T18:29:08.733Z","1.88","0.0544","0.2416","0","1/13/2025, 12:29:08"
"G-VOC","2025-01-13T18:28:40.735Z","1.868","0.0548","0.2308","0","1/13/2025, 12:28:41"
"G-VOC","2025-01-13T18:28:12.764Z","1.908","0.0548","0.2348","0","1/13/2025, 12:28:13"
"G-VOC","2025-01-13T18:27:44.712Z","1.984","0.0544","0.2376","0","1/13/2025, 12:27:44"
"G-VOC","2025-01-13T18:27:16.721Z","1.936","0.0536","0.2364","0","1/13/2025, 12:27:16"
"G-VOC","2025-01-13T18:26:48.712Z","1.924","0.0532","0.236","0.002","1/13/2025, 12:26:49"
"H-VOC","2025-01-13T18:23:00.156Z","1.896","0.0556","0.2964","0.0008","1/13/2025, 12:23:00"
"H-VOC","2025-01-13T18:22:18.147Z","1.896","0.0544","0.2948","0","1/13/2025, 12:22:18"
"G-VOC","2025-01-13T18:21:40.680Z","1.936","0.0536","0.2388","0.0008","1/13/2025, 12:21:41"
"H-VOC","2025-01-13T18:21:36.157Z","1.908","0.0536","0.2936","0","1/13/2025, 12:21:36"
"G-VOC","2025-01-13T18:21:12.655Z","1.952","0.0528","0.234","0.0008","1/13/2025, 12:21:13"
"H-VOC","2025-01-13T18:20:54.179Z","1.904","0.0548","0.2912","0.0004","1/13/2025, 12:20:54"
"G-VOC","2025-01-13T18:20:44.629Z","2.004","0.052","0.2384","0.0008","1/13/2025, 12:20:44"
"G-VOC","2025-01-13T18:20:16.639Z","2.036","0.0508","0.2336","0.0008","1/13/2025, 12:20:17"
"H-VOC","2025-01-13T18:20:12.154Z","1.896","0.0552","0.292","0.0004","1/13/2025, 12:20:12"
"G-VOC","2025-01-13T18:19:48.617Z","2.012","0.0512","0.2524","0.0004","1/13/2025, 12:19:48"
"H-VOC","2025-01-13T18:19:30.112Z","1.864","0.0552","0.2924","0","1/13/2025, 12:19:30"
"G-VOC","2025-01-13T18:19:20.631Z","2.012","0.0516","0.2368","0.0008","1/13/2025, 12:19:20"
"G-VOC","2025-01-13T18:18:52.611Z","1.992","0.0508","0.2344","0.0004","1/13/2025, 12:18:53"
"H-VOC","2025-01-13T18:18:48.112Z","1.912","0.0564","0.2928","0.0004","1/13/2025, 12:18:48"
"G-VOC","2025-01-13T18:18:24.625Z","1.984","0.0512","0.2392","0.0004","1/13/2025, 12:18:24"
"G-VOC","2025-01-13T18:17:56.590Z","1.98","0.0512","0.238","0","1/13/2025, 12:17:57"
"G-VOC","2025-01-13T18:17:28.585Z","1.996","0.0508","0.2364","0","1/13/2025, 12:17:28"
"G-VOC","2025-01-13T18:17:00.574Z","2.004","0.0508","0.2344","0","1/13/2025, 12:17:01"
"G-VOC","2025-01-13T18:11:24.496Z","1.96","0.0512","0.2388","0.0004","1/13/2025, 12:11:25"
"G-VOC","2025-01-13T18:10:56.485Z","1.948","0.0516","0.2356","0","1/13/2025, 12:10:56"
"G-VOC","2025-01-13T18:10:28.527Z","1.968","0.052","0.232","0.0004","1/13/2025, 12:10:28"
"G-VOC","2025-01-13T18:10:00.469Z","1.956","0.0524","0.2308","0.0004","1/13/2025, 12:10:00"
"G-VOC","2025-01-13T18:09:32.509Z","1.936","0.052","0.2328","0.0004","1/13/2025, 12:09:32"
"G-VOC","2025-01-13T18:09:04.472Z","1.952","0.0512","0.23","0.0004","1/13/2025, 12:09:04"
"G-VOC","2025-01-13T18:08:36.462Z","2.012","0.0508","0.236","0","1/13/2025, 12:08:37"
"H-VOC","2025-01-13T18:08:18.040Z","1.86","0.0564","0.292","0.0004","1/13/2025, 12:08:18"
"G-VOC","2025-01-13T18:08:08.497Z","2.028","0.0504","0.2368","0.0004","1/13/2025, 12:08:09"
"G-VOC","2025-01-13T18:07:40.471Z","2.048","0.0496","0.2332","0","1/13/2025, 12:07:41"
"H-VOC","2025-01-13T18:07:36.047Z","1.844","0.0576","0.2928","0.0004","1/13/2025, 12:07:36"
"G-VOC","2025-01-13T18:07:12.457Z","2.036","0.0504","0.2544","0.0004","1/13/2025, 12:07:12"
"H-VOC","2025-01-13T18:06:54.074Z","1.876","0.0572","0.2924","0","1/13/2025, 12:06:54"
"G-VOC","2025-01-13T18:06:44.419Z","2.032","0.0504","0.236","0.0004","1/13/2025, 12:06:45"
"H-VOC","2025-01-13T18:06:12.063Z","1.872","0.0552","0.2932","0.0008","1/13/2025, 12:06:12"
"H-VOC","2025-01-13T18:05:30.011Z","1.86","0.0556","0.2928","0.0008","1/13/2025, 12:05:30"
"H-VOC","2025-01-13T18:04:48.017Z","1.856","0.0564","0.2908","0.0012","1/13/2025, 12:04:48"
"H-VOC","2025-01-13T18:04:06.011Z","1.884","0.0564","0.2912","0.0008","1/13/2025, 12:04:06"
"G-VOC","2025-01-13T18:01:36.358Z","2.02","0.05","0.2352","0.0004","1/13/2025, 12:01:36"
"G-VOC","2025-01-13T18:01:08.344Z","1.992","0.05","0.2372","0.0004","1/13/2025, 12:01:08"
"G-VOC","2025-01-13T18:00:40.368Z","1.996","0.05","0.2368","0.0004","1/13/2025, 12:00:40"
"G-VOC","2025-01-13T18:00:12.322Z","1.984","0.0496","0.2344","0.0004","1/13/2025, 12:00:12"
"G-VOC","2025-01-13T17:59:44.323Z","2.028","0.05","0.232","0.0004","1/13/2025, 11:59:45"
"G-VOC","2025-01-13T17:59:16.322Z","2.036","0.0496","0.2324","0.0004","1/13/2025, 11:59:17"
"G-VOC","2025-01-13T17:58:48.325Z","2.056","0.0492","0.2356","0","1/13/2025, 11:58:48"
"G-VOC","2025-01-13T17:58:20.313Z","2.04","0.048","0.2364","0","1/13/2025, 11:58:20"
"G-VOC","2025-01-13T17:57:52.343Z","2.108","0.048","0.232","0","1/13/2025, 11:57:52"
"G-VOC","2025-01-13T17:57:24.301Z","2.128","0.0472","0.2372","0.0004","1/13/2025, 11:57:24"
"G-VOC","2025-01-13T17:56:56.326Z","2.112","0.0456","0.2348","0.0004","1/13/2025, 11:56:56"
"H-VOC","2025-01-13T17:52:53.937Z","1.912","0.0552","0.2908","0.0008","1/13/2025, 11:52:54"
"H-VOC","2025-01-13T17:52:11.973Z","1.916","0.0552","0.29","0.0004","1/13/2025, 11:52:12"
"H-VOC","2025-01-13T17:51:29.914Z","1.912","0.0544","0.294","0.0008","1/13/2025, 11:51:30"
"G-VOC","2025-01-13T17:51:20.203Z","2.028","0.0492","0.2348","0","1/13/2025, 11:51:20"
"G-VOC","2025-01-13T17:50:52.203Z","2.044","0.0492","0.238","0","1/13/2025, 11:50:52"
"H-VOC","2025-01-13T17:50:47.909Z","1.888","0.0552","0.2912","0.0004","1/13/2025, 11:50:48"
"G-VOC","2025-01-13T17:50:24.193Z","2.092","0.0488","0.2372","0","1/13/2025, 11:50:24"
"H-VOC","2025-01-13T17:50:05.905Z","1.904","0.0556","0.2908","0","1/13/2025, 11:50:06"
"G-VOC","2025-01-13T17:49:56.175Z","2.068","0.0472","0.238","0","1/13/2025, 11:49:56"
"G-VOC","2025-01-13T17:49:28.163Z","2.048","0.0472","0.2376","0","1/13/2025, 11:49:28"
"H-VOC","2025-01-13T17:49:23.907Z","1.904","0.0552","0.2896","0.0004","1/13/2025, 11:49:24"
"G-VOC","2025-01-13T17:49:00.170Z","2.028","0.0472","0.2336","0","1/13/2025, 11:49:00"
"G-VOC","2025-01-13T17:48:32.159Z","2.004","0.0488","0.2316","0","1/13/2025, 11:48:32"
"G-VOC","2025-01-13T17:48:04.153Z","2.036","0.0488","0.2324","0","1/13/2025, 11:48:04"
"G-VOC","2025-01-13T17:47:36.144Z","2.032","0.048","0.2324","0","1/13/2025, 11:47:36"
