SiteName,Humidity,Temperature,Noise,PM2_5,PM10,ReceivedTime,ReportedTime-UTC
G-TH,69.9,7.7,0,2,2,"1/13/2025, 20:42:38",2025-01-14T02:42:37.945Z
G-TH,69.9,7.6,0,2,2,"1/13/2025, 20:42:08",2025-01-14T02:42:07.936Z
G-TH,69.9,7.6,0,1,1,"1/13/2025, 20:41:38",2025-01-14T02:41:37.990Z
G-TH,69.9,7.6,0,1,2,"1/13/2025, 20:41:08",2025-01-14T02:41:07.941Z
G-TH,69.8,7.6,0,1,2,"1/13/2025, 20:40:38",2025-01-14T02:40:37.925Z
G-TH,69.7,7.6,0,1,2,"1/13/2025, 20:40:09",2025-01-14T02:40:07.986Z
IOB-Air-Gen4-12062024,69.6,7.5,0,0,0,"1/13/2025, 20:39:00",2025-01-14T02:38:59.571Z
IOB-Air-Gen4-12062024,70.2,7.4,0,0,0,"1/13/2025, 20:38:19",2025-01-14T02:38:19.561Z
G-TH,69.8,7.9,0,2,2,"1/13/2025, 20:33:32",2025-01-14T02:33:30.761Z
G-TH,69.9,7.9,0,2,2,"1/13/2025, 20:33:00",2025-01-14T02:33:00.762Z
IOB-Air-Gen4-12062024,70.1,7.4,0,0,0,"1/13/2025, 20:32:59",2025-01-14T02:32:59.544Z
G-TH,69.9,7.9,0,1,1,"1/13/2025, 20:32:31",2025-01-14T02:32:30.764Z
IOB-Air-Gen4-12062024,70.1,7.3,0,1,1,"1/13/2025, 20:32:19",2025-01-14T02:32:19.535Z
G-TH,69.9,7.9,0,2,2,"1/13/2025, 20:32:01",2025-01-14T02:32:00.762Z
G-TH,70.1,7.9,0,2,2,"1/13/2025, 20:31:30",2025-01-14T02:31:30.766Z
G-TH,70.2,7.8,0,2,2,"1/13/2025, 20:31:00",2025-01-14T02:31:00.771Z
H-TH,57.4,10.1,0,0,0,"1/13/2025, 20:30:44",2025-01-14T02:30:44.775Z
G-TH,70.3,7.8,0,2,2,"1/13/2025, 20:30:31",2025-01-14T02:30:30.805Z
H-TH,57.7,10.1,0,0,0,"1/13/2025, 20:30:04",2025-01-14T02:30:04.762Z
G-TH,70.4,7.8,0,1,2,"1/13/2025, 20:30:00",2025-01-14T02:30:00.766Z
H-TH,58.0,10.1,0,0,0,"1/13/2025, 20:29:25",2025-01-14T02:29:24.744Z
H-TH,58.0,10.0,0,0,0,"1/13/2025, 20:28:44",2025-01-14T02:28:44.728Z
H-TH,58.1,10.0,0,0,0,"1/13/2025, 20:28:04",2025-01-14T02:28:04.723Z
IOB-Air-Gen4-12062024,70.3,7.4,0,0,0,"1/13/2025, 20:26:59",2025-01-14T02:26:59.541Z
IOB-Air-Gen4-12062024,0.0,0.0,0,0,0,"1/13/2025, 20:26:19",2025-01-14T02:26:19.541Z
G-TH,69.9,7.9,0,5,6,"1/13/2025, 20:23:05",2025-01-14T02:23:05.516Z
G-TH,70.0,8.0,0,2,3,"1/13/2025, 20:22:35",2025-01-14T02:22:35.519Z
G-TH,70.0,7.9,0,3,3,"1/13/2025, 20:22:05",2025-01-14T02:22:05.512Z
G-TH,70.0,7.9,0,4,4,"1/13/2025, 20:21:35",2025-01-14T02:21:35.516Z
IOB-Air-Gen4-12062024,70.0,7.5,0,0,0,"1/13/2025, 20:20:59",2025-01-14T02:20:59.475Z
G-TH,70.1,7.9,0,3,3,"1/13/2025, 20:19:45",2025-01-14T02:19:45.799Z
G-TH,70.2,7.9,0,3,3,"1/13/2025, 20:19:15",2025-01-14T02:19:15.776Z
G-TH,70.1,7.8,0,4,4,"1/13/2025, 20:18:46",2025-01-14T02:18:45.774Z
H-TH,58.7,10.1,0,0,1,"1/13/2025, 20:17:25",2025-01-14T02:17:24.611Z
H-TH,59.3,10.0,0,0,0,"1/13/2025, 20:16:44",2025-01-14T02:16:44.589Z
H-TH,59.4,10.0,0,0,0,"1/13/2025, 20:16:04",2025-01-14T02:16:04.591Z
H-TH,59.7,9.9,0,0,0,"1/13/2025, 20:15:24",2025-01-14T02:15:24.582Z
IOB-Air-Gen4-12062024,70.1,7.6,0,0,0,"1/13/2025, 20:14:59",2025-01-14T02:14:59.489Z
H-TH,59.8,9.8,0,0,0,"1/13/2025, 20:14:44",2025-01-14T02:14:44.589Z
H-TH,59.8,9.8,0,0,0,"1/13/2025, 20:14:04",2025-01-14T02:14:04.563Z
H-TH,59.8,9.8,0,0,0,"1/13/2025, 20:13:25",2025-01-14T02:13:24.591Z
G-TH,69.7,8.0,0,1,2,"1/13/2025, 20:13:15",2025-01-14T02:13:15.770Z
IOB-Air-Gen4-12062024,69.8,7.6,0,0,0,"1/13/2025, 20:08:59",2025-01-14T02:08:59.387Z
IOB-Air-Gen4-12062024,70.0,7.6,0,0,0,"1/13/2025, 20:02:59",2025-01-14T02:02:59.395Z
H-TH,59.4,10.1,0,0,0,"1/13/2025, 20:02:44",2025-01-14T02:02:44.475Z
H-TH,59.6,10.0,0,0,1,"1/13/2025, 20:02:04",2025-01-14T02:02:04.496Z
H-TH,59.9,10.0,0,0,0,"1/13/2025, 20:01:24",2025-01-14T02:01:24.433Z
H-TH,59.9,9.9,0,0,0,"1/13/2025, 20:00:44",2025-01-14T02:00:44.424Z
H-TH,60.0,9.9,0,1,1,"1/13/2025, 20:00:04",2025-01-14T02:00:04.464Z
H-TH,59.8,9.9,0,1,2,"1/13/2025, 19:59:24",2025-01-14T01:59:24.407Z
H-TH,59.7,9.9,0,0,0,"1/13/2025, 19:58:44",2025-01-14T01:58:44.434Z
H-TH,0.0,0.0,0,1,1,"1/13/2025, 19:58:04",2025-01-14T01:58:04.405Z
IOB-Air-Gen4-12062024,70.8,7.5,0,0,0,"1/13/2025, 19:56:59",2025-01-14T01:56:59.315Z
IOB-Air-Gen4-12062024,72.0,7.4,0,0,0,"1/13/2025, 19:50:59",2025-01-14T01:51:03.998Z
H-TH,58.0,10.1,0,0,0,"1/13/2025, 19:47:24",2025-01-14T01:47:24.275Z
H-TH,58.1,10.1,0,0,1,"1/13/2025, 19:46:44",2025-01-14T01:46:44.250Z
H-TH,58.2,10.1,0,0,0,"1/13/2025, 19:46:04",2025-01-14T01:46:04.268Z
IOB-Air-Gen4-12062024,73.1,7.4,0,0,0,"1/13/2025, 19:45:39",2025-01-14T01:45:43.951Z
H-TH,58.2,10.1,0,0,0,"1/13/2025, 19:45:24",2025-01-14T01:45:24.231Z
IOB-Air-Gen4-12062024,73.2,7.3,0,0,0,"1/13/2025, 19:44:59",2025-01-14T01:45:03.949Z
H-TH,58.2,10.1,0,1,1,"1/13/2025, 19:44:44",2025-01-14T01:44:44.224Z
H-TH,58.4,10.0,0,0,0,"1/13/2025, 19:44:04",2025-01-14T01:44:04.218Z
H-TH,58.4,10.0,0,0,0,"1/13/2025, 19:43:24",2025-01-14T01:43:24.216Z
IOB-Air-Gen4-12062024,73.2,7.5,0,0,0,"1/13/2025, 19:39:39",2025-01-14T01:39:43.900Z
G-TH,67.6,8.2,0,1,1,"1/13/2025, 19:39:20",2025-01-14T01:39:20.342Z
IOB-Air-Gen4-12062024,73.4,7.4,0,0,0,"1/13/2025, 19:38:59",2025-01-14T01:39:03.893Z
G-TH,67.7,8.1,0,1,1,"1/13/2025, 19:38:50",2025-01-14T01:38:50.327Z
G-TH,68.0,8.2,0,3,3,"1/13/2025, 19:33:20",2025-01-14T01:33:20.181Z
G-TH,68.0,8.2,0,2,2,"1/13/2025, 19:32:50",2025-01-14T01:32:50.166Z
H-TH,57.1,10.3,0,0,0,"1/13/2025, 19:32:44",2025-01-14T01:32:44.139Z
G-TH,68.2,8.1,0,1,2,"1/13/2025, 19:32:20",2025-01-14T01:32:20.142Z
H-TH,57.6,10.3,0,1,1,"1/13/2025, 19:32:04",2025-01-14T01:32:04.133Z
G-TH,68.3,8.1,0,2,2,"1/13/2025, 19:31:50",2025-01-14T01:31:50.157Z
H-TH,57.6,10.3,0,0,0,"1/13/2025, 19:31:24",2025-01-14T01:31:24.172Z
G-TH,68.3,8.1,0,3,3,"1/13/2025, 19:31:20",2025-01-14T01:31:20.125Z
G-TH,68.4,8.1,0,2,2,"1/13/2025, 19:30:50",2025-01-14T01:30:50.118Z
H-TH,57.7,10.2,0,0,0,"1/13/2025, 19:30:44",2025-01-14T01:30:44.162Z
G-TH,68.5,8.0,0,2,2,"1/13/2025, 19:30:20",2025-01-14T01:30:20.106Z
H-TH,57.7,10.2,0,0,0,"1/13/2025, 19:30:04",2025-01-14T01:30:04.114Z
G-TH,68.6,8.0,0,2,2,"1/13/2025, 19:29:50",2025-01-14T01:29:50.128Z
H-TH,57.7,10.2,0,0,0,"1/13/2025, 19:29:24",2025-01-14T01:29:24.112Z
G-TH,68.6,7.9,0,2,2,"1/13/2025, 19:29:20",2025-01-14T01:29:20.142Z
G-TH,68.5,7.9,0,2,2,"1/13/2025, 19:28:50",2025-01-14T01:28:50.137Z
H-TH,58.1,10.1,0,0,0,"1/13/2025, 19:28:44",2025-01-14T01:28:44.157Z
G-TH,68.4,8.1,0,2,2,"1/13/2025, 19:22:51",2025-01-14T01:22:49.988Z
G-TH,68.4,8.1,0,2,3,"1/13/2025, 19:22:20",2025-01-14T01:22:19.984Z
G-TH,68.3,8.0,0,2,3,"1/13/2025, 19:21:50",2025-01-14T01:21:49.984Z
G-TH,68.3,8.0,0,2,2,"1/13/2025, 19:21:20",2025-01-14T01:21:19.985Z
G-TH,68.4,8.0,0,2,3,"1/13/2025, 19:20:51",2025-01-14T01:20:50.009Z
G-TH,68.4,8.0,0,3,3,"1/13/2025, 19:20:21",2025-01-14T01:20:19.964Z
G-TH,68.3,8.0,0,3,3,"1/13/2025, 19:19:50",2025-01-14T01:19:49.964Z
G-TH,68.2,8.0,0,2,3,"1/13/2025, 19:19:21",2025-01-14T01:19:19.935Z
G-TH,68.2,8.0,0,2,2,"1/13/2025, 19:18:50",2025-01-14T01:18:49.964Z
G-TH,0.0,0.0,0,0,0,"1/13/2025, 19:18:21",2025-01-14T01:18:19.924Z
H-TH,57.5,10.3,0,1,1,"1/13/2025, 19:18:04",2025-01-14T01:18:04.074Z
H-TH,57.7,10.3,0,1,1,"1/13/2025, 19:17:24",2025-01-14T01:17:24.032Z
H-TH,57.6,10.3,0,0,0,"1/13/2025, 19:16:44",2025-01-14T01:16:44.025Z
H-TH,57.8,10.3,0,1,1,"1/13/2025, 19:16:04",2025-01-14T01:16:04.026Z
H-TH,57.8,10.2,0,1,1,"1/13/2025, 19:15:24",2025-01-14T01:15:24.025Z
H-TH,57.7,10.2,0,0,0,"1/13/2025, 19:14:44",2025-01-14T01:14:44.024Z
H-TH,58.0,10.2,0,1,1,"1/13/2025, 19:14:04",2025-01-14T01:14:04.022Z
G-TH,67.3,8.2,0,2,3,"1/13/2025, 19:12:50",2025-01-14T01:12:49.811Z
G-TH,67.3,8.2,0,2,2,"1/13/2025, 19:12:20",2025-01-14T01:12:19.792Z
G-TH,67.2,8.2,0,3,3,"1/13/2025, 19:11:50",2025-01-14T01:11:49.774Z
G-TH,67.1,8.2,0,3,3,"1/13/2025, 19:11:20",2025-01-14T01:11:19.757Z
G-TH,67.1,8.2,0,3,3,"1/13/2025, 19:10:49",2025-01-14T01:10:49.750Z
G-TH,67.0,8.1,0,3,4,"1/13/2025, 19:10:20",2025-01-14T01:10:19.736Z
G-TH,67.0,8.1,0,2,2,"1/13/2025, 19:09:50",2025-01-14T01:09:49.742Z
G-TH,66.9,8.1,0,2,3,"1/13/2025, 19:09:21",2025-01-14T01:09:19.746Z
G-TH,66.9,8.1,0,1,2,"1/13/2025, 19:08:51",2025-01-14T01:08:49.705Z
G-TH,0.0,0.0,0,5,6,"1/13/2025, 19:08:20",2025-01-14T01:08:19.704Z
H-TH,59.2,10.3,0,0,0,"1/13/2025, 19:03:24",2025-01-14T01:03:23.924Z
G-TH,65.5,8.4,0,1,1,"1/13/2025, 19:02:49",2025-01-14T01:02:49.595Z
H-TH,59.5,10.2,0,0,0,"1/13/2025, 19:02:44",2025-01-14T01:02:43.970Z
G-TH,65.5,8.4,0,1,1,"1/13/2025, 19:02:20",2025-01-14T01:02:19.593Z
H-TH,60.1,10.2,0,1,1,"1/13/2025, 19:02:04",2025-01-14T01:02:03.933Z
G-TH,65.4,8.4,0,2,2,"1/13/2025, 19:01:50",2025-01-14T01:01:49.581Z
H-TH,60.0,10.2,0,0,0,"1/13/2025, 19:01:24",2025-01-14T01:01:23.923Z
G-TH,65.4,8.3,0,2,2,"1/13/2025, 19:01:19",2025-01-14T01:01:19.584Z
G-TH,65.3,8.3,0,2,2,"1/13/2025, 19:00:49",2025-01-14T01:00:49.601Z
H-TH,60.3,10.1,0,0,1,"1/13/2025, 19:00:44",2025-01-14T01:00:43.932Z
G-TH,65.2,8.3,0,2,2,"1/13/2025, 19:00:19",2025-01-14T01:00:19.571Z
H-TH,61.1,10.0,0,0,1,"1/13/2025, 19:00:04",2025-01-14T01:00:03.923Z
G-TH,65.1,8.3,0,1,1,"1/13/2025, 18:59:50",2025-01-14T00:59:49.570Z
H-TH,61.2,10.0,0,0,0,"1/13/2025, 18:59:24",2025-01-14T00:59:23.913Z
G-TH,65.0,8.3,0,1,1,"1/13/2025, 18:59:19",2025-01-14T00:59:19.562Z
G-TH,64.9,8.3,0,1,1,"1/13/2025, 18:58:50",2025-01-14T00:58:49.542Z
H-TH,0.0,0.0,0,0,0,"1/13/2025, 18:58:44",2025-01-14T00:58:43.915Z
G-TH,64.8,8.3,0,5,6,"1/13/2025, 18:58:19",2025-01-14T00:58:19.562Z
G-TH,64.3,8.5,0,1,2,"1/13/2025, 18:52:50",2025-01-14T00:52:49.471Z
G-TH,64.3,8.5,0,1,1,"1/13/2025, 18:52:20",2025-01-14T00:52:19.469Z
G-TH,64.3,8.5,0,1,1,"1/13/2025, 18:51:50",2025-01-14T00:51:49.404Z
G-TH,64.2,8.5,0,1,1,"1/13/2025, 18:51:19",2025-01-14T00:51:19.391Z
G-TH,64.2,8.5,0,2,2,"1/13/2025, 18:50:49",2025-01-14T00:50:49.376Z
G-TH,64.2,8.6,0,2,2,"1/13/2025, 18:50:19",2025-01-14T00:50:19.396Z
G-TH,64.2,8.5,0,1,1,"1/13/2025, 18:49:49",2025-01-14T00:49:49.346Z
G-TH,64.2,8.5,0,1,1,"1/13/2025, 18:49:20",2025-01-14T00:49:19.368Z
G-TH,64.1,8.5,0,1,1,"1/13/2025, 18:48:49",2025-01-14T00:48:49.330Z
G-TH,64.1,8.5,0,3,3,"1/13/2025, 18:48:19",2025-01-14T00:48:19.363Z
H-TH,64.1,10.0,0,2,2,"1/13/2025, 18:48:03",2025-01-14T00:48:03.865Z
H-TH,64.5,10.0,0,1,1,"1/13/2025, 18:47:24",2025-01-14T00:47:23.892Z
H-TH,64.6,10.0,0,1,2,"1/13/2025, 18:46:44",2025-01-14T00:46:43.868Z
H-TH,64.7,10.0,0,1,1,"1/13/2025, 18:46:04",2025-01-14T00:46:03.862Z
H-TH,64.7,9.9,0,0,0,"1/13/2025, 18:45:24",2025-01-14T00:45:23.855Z
H-TH,64.7,9.9,0,0,0,"1/13/2025, 18:44:44",2025-01-14T00:44:43.862Z
H-TH,64.5,9.9,0,1,1,"1/13/2025, 18:44:03",2025-01-14T00:44:03.848Z
G-TH,63.2,8.9,0,1,1,"1/13/2025, 18:42:49",2025-01-14T00:42:49.210Z
G-TH,63.2,8.9,0,1,1,"1/13/2025, 18:42:19",2025-01-14T00:42:19.220Z
G-TH,63.3,8.8,0,1,1,"1/13/2025, 18:41:49",2025-01-14T00:41:49.199Z
G-TH,63.4,8.8,0,1,1,"1/13/2025, 18:41:19",2025-01-14T00:41:19.179Z
G-TH,63.4,8.7,0,1,1,"1/13/2025, 18:40:50",2025-01-14T00:40:49.195Z
G-TH,63.2,8.8,0,1,1,"1/13/2025, 18:40:19",2025-01-14T00:40:19.163Z
G-TH,63.2,8.7,0,1,1,"1/13/2025, 18:39:49",2025-01-14T00:39:49.169Z
G-TH,63.1,8.8,0,1,1,"1/13/2025, 18:39:19",2025-01-14T00:39:19.166Z
G-TH,63.0,8.8,0,1,1,"1/13/2025, 18:38:49",2025-01-14T00:38:49.163Z
G-TH,63.0,8.8,0,2,2,"1/13/2025, 18:38:19",2025-01-14T00:38:19.161Z
H-TH,64.3,10.4,0,2,3,"1/13/2025, 18:33:23",2025-01-14T00:33:23.769Z
G-TH,62.3,9.2,0,0,1,"1/13/2025, 18:32:49",2025-01-14T00:32:49.089Z
H-TH,64.2,10.4,0,1,1,"1/13/2025, 18:32:43",2025-01-14T00:32:43.767Z
G-TH,62.3,9.1,0,0,0,"1/13/2025, 18:32:19",2025-01-14T00:32:19.081Z
H-TH,64.2,10.4,0,2,2,"1/13/2025, 18:32:05",2025-01-14T00:32:03.756Z
G-TH,62.4,9.2,0,1,1,"1/13/2025, 18:31:49",2025-01-14T00:31:49.078Z
H-TH,64.1,10.4,0,2,2,"1/13/2025, 18:31:24",2025-01-14T00:31:23.758Z
G-TH,62.5,9.1,0,0,0,"1/13/2025, 18:31:19",2025-01-14T00:31:19.070Z
G-TH,62.5,9.1,0,0,0,"1/13/2025, 18:30:49",2025-01-14T00:30:49.053Z
H-TH,64.0,10.3,0,1,2,"1/13/2025, 18:30:44",2025-01-14T00:30:43.763Z
G-TH,62.6,9.1,0,1,1,"1/13/2025, 18:30:19",2025-01-14T00:30:19.064Z
H-TH,63.9,10.3,0,0,0,"1/13/2025, 18:30:04",2025-01-14T00:30:03.751Z
G-TH,62.6,9.1,0,0,1,"1/13/2025, 18:29:49",2025-01-14T00:29:49.024Z
H-TH,63.9,10.3,0,0,0,"1/13/2025, 18:29:24",2025-01-14T00:29:23.737Z
G-TH,62.6,9.1,0,0,1,"1/13/2025, 18:29:19",2025-01-14T00:29:19.013Z
G-TH,62.6,9.1,0,0,0,"1/13/2025, 18:28:49",2025-01-14T00:28:49.002Z
G-TH,62.6,9.1,0,0,0,"1/13/2025, 18:28:19",2025-01-14T00:28:18.991Z
G-TH,61.3,9.5,0,0,1,"1/13/2025, 18:22:49",2025-01-14T00:22:48.921Z
G-TH,61.3,9.6,0,0,0,"1/13/2025, 18:22:19",2025-01-14T00:22:18.921Z
G-TH,61.2,9.5,0,0,0,"1/13/2025, 18:21:49",2025-01-14T00:21:48.870Z
G-TH,61.3,9.6,0,0,0,"1/13/2025, 18:21:19",2025-01-14T00:21:18.875Z
G-TH,61.4,9.5,0,0,1,"1/13/2025, 18:20:50",2025-01-14T00:20:48.831Z
G-TH,61.4,9.5,0,0,1,"1/13/2025, 18:20:19",2025-01-14T00:20:18.826Z
G-TH,61.5,9.5,0,0,0,"1/13/2025, 18:19:48",2025-01-14T00:19:48.822Z
G-TH,61.5,9.5,0,0,1,"1/13/2025, 18:19:19",2025-01-14T00:19:18.820Z
G-TH,61.4,9.5,0,0,0,"1/13/2025, 18:18:49",2025-01-14T00:18:48.851Z
H-TH,62.3,10.5,0,1,2,"1/13/2025, 18:18:43",2025-01-14T00:18:43.671Z
G-TH,61.3,9.5,0,2,2,"1/13/2025, 18:18:18",2025-01-14T00:18:18.821Z
H-TH,62.5,10.4,0,1,1,"1/13/2025, 18:18:03",2025-01-14T00:18:03.659Z
H-TH,62.6,10.4,0,1,1,"1/13/2025, 18:17:24",2025-01-14T00:17:23.653Z
H-TH,63.0,10.3,0,2,2,"1/13/2025, 18:16:44",2025-01-14T00:16:43.709Z
H-TH,63.0,10.3,0,1,2,"1/13/2025, 18:16:04",2025-01-14T00:16:03.661Z
H-TH,63.0,10.2,0,0,1,"1/13/2025, 18:15:23",2025-01-14T00:15:23.633Z
H-TH,63.0,10.2,0,1,1,"1/13/2025, 18:14:44",2025-01-14T00:14:43.639Z
G-TH,60.5,10.0,0,0,1,"1/13/2025, 18:12:49",2025-01-14T00:12:48.720Z
G-TH,60.5,10.0,0,0,1,"1/13/2025, 18:12:19",2025-01-14T00:12:18.714Z
G-TH,60.5,10.0,0,0,1,"1/13/2025, 18:11:48",2025-01-14T00:11:48.712Z
G-TH,60.6,10.0,0,0,1,"1/13/2025, 18:11:19",2025-01-14T00:11:18.717Z
G-TH,60.5,9.9,0,0,1,"1/13/2025, 18:10:48",2025-01-14T00:10:48.718Z
G-TH,60.6,9.9,0,0,1,"1/13/2025, 18:10:19",2025-01-14T00:10:18.697Z
G-TH,60.6,9.9,0,0,0,"1/13/2025, 18:09:49",2025-01-14T00:09:48.682Z
G-TH,60.7,9.9,0,0,0,"1/13/2025, 18:09:19",2025-01-14T00:09:18.669Z
G-TH,60.7,10.0,0,0,0,"1/13/2025, 18:08:49",2025-01-14T00:08:48.665Z
G-TH,60.8,9.9,0,1,1,"1/13/2025, 18:08:19",2025-01-14T00:08:18.653Z
H-TH,60.5,10.6,0,1,2,"1/13/2025, 18:04:04",2025-01-14T00:04:03.590Z
H-TH,60.3,10.7,0,1,1,"1/13/2025, 18:03:23",2025-01-14T00:03:23.613Z
G-TH,59.6,10.4,0,0,1,"1/13/2025, 18:02:49",2025-01-14T00:02:48.577Z
H-TH,60.3,10.7,0,3,3,"1/13/2025, 18:02:44",2025-01-14T00:02:43.562Z
G-TH,59.6,10.4,0,0,0,"1/13/2025, 18:02:18",2025-01-14T00:02:18.523Z
H-TH,60.6,10.7,0,2,2,"1/13/2025, 18:02:03",2025-01-14T00:02:03.596Z
G-TH,59.6,10.4,0,0,0,"1/13/2025, 18:01:48",2025-01-14T00:01:48.509Z
H-TH,61.0,10.6,0,3,3,"1/13/2025, 18:01:24",2025-01-14T00:01:23.543Z
G-TH,59.6,10.4,0,0,1,"1/13/2025, 18:01:18",2025-01-14T00:01:18.500Z
G-TH,59.6,10.4,0,0,0,"1/13/2025, 18:00:48",2025-01-14T00:00:48.481Z
H-TH,61.2,10.5,0,2,3,"1/13/2025, 18:00:43",2025-01-14T00:00:43.543Z
G-TH,59.5,10.3,0,0,1,"1/13/2025, 18:00:18",2025-01-14T00:00:18.478Z
H-TH,61.6,10.4,0,1,1,"1/13/2025, 18:00:04",2025-01-14T00:00:03.579Z
G-TH,59.4,10.4,0,0,1,"1/13/2025, 17:59:48",2025-01-13T23:59:48.465Z
H-TH,0.0,0.0,0,0,0,"1/13/2025, 17:59:24",2025-01-13T23:59:23.527Z
G-TH,59.4,10.4,0,0,1,"1/13/2025, 17:59:18",2025-01-13T23:59:18.456Z
G-TH,59.3,10.4,0,0,0,"1/13/2025, 17:58:49",2025-01-13T23:58:48.446Z
G-TH,59.4,10.4,0,0,0,"1/13/2025, 17:58:19",2025-01-13T23:58:18.461Z
G-TH,57.8,10.9,0,0,0,"1/13/2025, 17:52:48",2025-01-13T23:52:48.354Z
G-TH,57.7,10.9,0,0,1,"1/13/2025, 17:52:18",2025-01-13T23:52:18.351Z
G-TH,57.6,10.9,0,0,1,"1/13/2025, 17:51:48",2025-01-13T23:51:48.342Z
G-TH,57.5,10.9,0,0,1,"1/13/2025, 17:51:18",2025-01-13T23:51:18.348Z
G-TH,57.4,10.9,0,0,0,"1/13/2025, 17:50:48",2025-01-13T23:50:48.337Z
G-TH,57.4,10.9,0,0,0,"1/13/2025, 17:50:18",2025-01-13T23:50:18.337Z
G-TH,57.4,10.9,0,0,0,"1/13/2025, 17:49:48",2025-01-13T23:49:48.342Z
H-TH,60.2,11.0,0,2,3,"1/13/2025, 17:49:23",2025-01-13T23:49:23.449Z
G-TH,57.4,10.9,0,0,0,"1/13/2025, 17:49:18",2025-01-13T23:49:18.321Z
G-TH,57.3,10.9,0,0,0,"1/13/2025, 17:48:48",2025-01-13T23:48:48.333Z
H-TH,60.2,11.0,0,3,3,"1/13/2025, 17:48:44",2025-01-13T23:48:43.443Z
G-TH,57.4,10.9,0,0,0,"1/13/2025, 17:48:18",2025-01-13T23:48:18.302Z
H-TH,59.9,11.0,0,2,2,"1/13/2025, 17:48:03",2025-01-13T23:48:03.476Z
H-TH,59.6,11.0,0,1,1,"1/13/2025, 17:47:24",2025-01-13T23:47:23.443Z
H-TH,59.4,11.0,0,2,2,"1/13/2025, 17:46:43",2025-01-13T23:46:43.425Z
H-TH,59.2,11.1,0,3,4,"1/13/2025, 17:46:04",2025-01-13T23:46:03.412Z
H-TH,59.0,11.1,0,1,1,"1/13/2025, 17:45:24",2025-01-13T23:45:23.413Z
H-TH,58.7,11.1,0,1,1,"1/13/2025, 17:44:43",2025-01-13T23:44:43.406Z
G-TH,56.0,11.3,0,0,0,"1/13/2025, 17:42:48",2025-01-13T23:42:48.190Z
G-TH,56.2,11.3,0,0,0,"1/13/2025, 17:42:18",2025-01-13T23:42:18.168Z
G-TH,56.4,11.3,0,0,0,"1/13/2025, 17:41:48",2025-01-13T23:41:48.160Z
G-TH,56.4,11.3,0,0,1,"1/13/2025, 17:41:18",2025-01-13T23:41:18.151Z
G-TH,56.4,11.3,0,0,1,"1/13/2025, 17:40:48",2025-01-13T23:40:48.186Z
G-TH,56.6,11.3,0,0,0,"1/13/2025, 17:40:18",2025-01-13T23:40:18.127Z
G-TH,56.5,11.2,0,1,1,"1/13/2025, 17:39:48",2025-01-13T23:39:48.109Z
G-TH,56.4,11.3,0,1,1,"1/13/2025, 17:39:18",2025-01-13T23:39:18.085Z
G-TH,56.5,11.3,0,1,1,"1/13/2025, 17:38:48",2025-01-13T23:38:48.092Z
G-TH,56.6,11.3,0,1,1,"1/13/2025, 17:38:18",2025-01-13T23:38:18.072Z
H-TH,55.0,12.0,0,0,0,"1/13/2025, 17:34:03",2025-01-13T23:34:03.317Z
H-TH,54.2,12.2,0,0,0,"1/13/2025, 17:33:23",2025-01-13T23:33:23.306Z
G-TH,54.9,11.7,0,0,1,"1/13/2025, 17:32:48",2025-01-13T23:32:47.965Z
H-TH,52.6,12.4,0,1,1,"1/13/2025, 17:32:44",2025-01-13T23:32:43.309Z
G-TH,54.8,11.7,0,0,1,"1/13/2025, 17:32:18",2025-01-13T23:32:17.944Z
H-TH,51.7,12.3,0,1,1,"1/13/2025, 17:32:03",2025-01-13T23:32:03.298Z
G-TH,54.6,11.7,0,0,0,"1/13/2025, 17:31:48",2025-01-13T23:31:47.938Z
H-TH,50.3,12.4,0,0,0,"1/13/2025, 17:31:24",2025-01-13T23:31:23.321Z
G-TH,54.4,11.7,0,0,0,"1/13/2025, 17:31:18",2025-01-13T23:31:17.941Z
G-TH,54.5,11.8,0,0,0,"1/13/2025, 17:30:48",2025-01-13T23:30:47.948Z
H-TH,50.1,12.5,0,0,0,"1/13/2025, 17:30:44",2025-01-13T23:30:43.290Z
G-TH,54.3,11.8,0,0,0,"1/13/2025, 17:30:18",2025-01-13T23:30:17.931Z
H-TH,50.0,12.5,0,0,0,"1/13/2025, 17:30:03",2025-01-13T23:30:03.286Z
G-TH,54.2,11.8,0,0,0,"1/13/2025, 17:29:48",2025-01-13T23:29:47.929Z
G-TH,54.1,11.8,0,0,1,"1/13/2025, 17:29:18",2025-01-13T23:29:17.922Z
G-TH,54.0,11.8,0,0,0,"1/13/2025, 17:28:48",2025-01-13T23:28:47.926Z
G-TH,53.8,11.8,0,1,1,"1/13/2025, 17:28:18",2025-01-13T23:28:17.921Z
G-TH,52.1,12.1,0,0,0,"1/13/2025, 17:22:48",2025-01-13T23:22:47.846Z
G-TH,52.3,12.2,0,0,0,"1/13/2025, 17:22:18",2025-01-13T23:22:17.840Z
G-TH,52.0,12.1,0,0,0,"1/13/2025, 17:21:48",2025-01-13T23:21:47.840Z
G-TH,52.0,12.2,0,0,0,"1/13/2025, 17:21:18",2025-01-13T23:21:17.823Z
G-TH,52.0,12.2,0,0,0,"1/13/2025, 17:20:48",2025-01-13T23:20:47.807Z
G-TH,52.1,12.2,0,0,0,"1/13/2025, 17:20:18",2025-01-13T23:20:17.798Z
G-TH,51.9,12.2,0,0,0,"1/13/2025, 17:19:48",2025-01-13T23:19:47.784Z
